yearel,myoutcomenext,difshare
1984,1,.3850146
1984,0,-.3850146
1986,1,.5473037
1986,0,-.5473037
1992,1,.1389942
1992,0,-.1389942
1994,1,.7427883
1994,0,-.7427883
1996,0,.421453
1996,0,-.421453
1946,1,.0776337
1946,0,-.0776337
1948,0,.3910228
1948,0,-.3910228
1948,0,-.6393928
1950,0,.3477943
1950,0,-.3477943
1950,0,-.5591004
1950,0,-.5707405
1952,0,.3263956
1952,0,-.3263956
1952,0,-.6318746
1954,1,.5533978
1954,0,-.5533978
1956,1,.3129096
1956,0,-.3129096
1958,1,.4330592
1958,0,-.4330592
1960,0,.4579589
1960,0,-.4579589
1962,1,.327642
1962,0,-.327642
1964,1,.526319
1964,0,-.526319
1964,0,-.7247748
1966,1,.4754391
1966,0,-.4754391
1966,0,-.6133966
1968,1,.481429
1968,0,-.481429
1968,0,-.612607
1970,1,.2566545
1970,0,-.2566545
1972,1,.2940707
1972,0,-.2940707
1974,1,.5799614
1974,0,-.5799614
1976,1,.559288
1976,0,-.559288
1976,0,-.7755638
1978,1,.6271612
1978,0,-.6271612
1978,0,-.732201
1980,1,.5125865
1980,0,-.5125865
1982,1,.7905645
1982,0,-.7905645
1984,1,.2554015
1984,0,-.2554015
1986,1,.8038169
1986,0,-.8038169
1990,0,.445273
1990,0,-.445273
1992,1,.6622574
1992,0,-.6622574
1992,0,-.7818946
1992,0,-.8051313
1994,1,.662366
1994,0,-.662366
1994,0,-.797533
1996,1,.6605157
1996,0,-.6605157
1996,0,-.8079849
1946,1,.1649755
1946,0,-.1649755
1946,0,-.2936364
1948,1,.3107971
1948,0,-.3107971
1948,0,-.375732
1950,1,.8195587
1950,0,-.8195587
1952,1,.2540763
1952,0,-.2540763
1952,0,-.5800374
1954,1,.4377752
1954,0,-.4377752
1954,0,-.6943328
1956,1,.2559265
1956,0,-.2559265
1958,1,.441386
1958,0,-.441386
1960,1,.4460627
1960,0,-.4460627
1962,1,.2368222
1962,0,-.2368222
1962,0,-.525652
1964,1,.3658953
1964,0,-.3658953
1964,0,-.6099752
1964,0,-.6586235
1966,1,.1350784
1966,0,-.1350784
1966,0,-.4704444
1968,1,.0698674
1968,0,-.0698674
1968,0,-.432753
1968,0,-.4839238
1970,1,.8377236
1970,0,-.8377236
1972,1,.8682646
1972,0,-.8682646
1974,1,.8603399
1974,0,-.8603399
1976,0,.902027
1976,0,-.902027
1978,1,.0975028
1978,0,-.0975028
1978,0,-.52772
1980,1,.1766916
1980,0,-.1766916
1980,0,-.5733815
1982,0,.5342735
1982,0,-.5342735
1982,0,-.6737503
1982,0,-.7208228
1984,1,.055494
1984,0,-.055494
1986,1,.447146
1986,0,-.447146
1986,0,-.6343845
1990,1,.399806
1990,0,-.399806
1990,0,-.5314399
1992,1,.7721432
1992,0,-.7721432
1994,1,.4522932
1994,0,-.4522932
1996,0,.5350003
1996,0,-.5350003
1996,0,-.7086577
1946,1,.2410906
1946,0,-.2410906
1946,0,-.495352
1948,0,.3004384
1948,0,-.3004384
1948,0,-.3829758
1950,1,.4150353
1950,0,-.4150353
1950,0,-.5972366
1952,1,.4249256
1952,0,-.4249256
1954,1,.5534142
1954,0,-.5534142
1954,0,-.7495997
1956,1,.4643174
1956,0,-.4643174
1958,1,.5221032
1958,0,-.5221032
1960,1,.5317732
1960,0,-.5317732
1962,1,.6192989
1962,0,-.6192989
1964,1,.7506514
1964,0,-.7506514
1966,1,.641361
1966,0,-.641361
1968,1,.4105958
1968,0,-.4105958
1970,0,.4594171
1970,0,-.4594171
1972,1,.8788285
1972,0,-.8788285
1974,1,.7123559
1974,0,-.7123559
1974,0,-.7610641
1976,1,.8654042
1976,0,-.8654042
1976,0,-.8826168
1978,1,.9005131
1978,0,-.9005131
1980,1,.9054876
1980,0,-.9054876
1980,0,-.9281595
1982,1,.6004883
1982,0,-.6004883
1982,0,-.7754802
1984,1,.4616356
1984,0,-.4616356
1984,0,-.7109793
1986,1,.8661939
1986,0,-.8661939
1988,1,.6062291
1988,0,-.6062291
1988,0,-.7468569
1990,1,.6084573
1990,0,-.6084573
1992,1,.9152459
1992,0,-.9152459
1994,1,.797954
1994,0,-.797954
1994,0,-.8731592
1996,1,.8335831
1996,0,-.8335831
1996,0,-.9045522
1946,1,.2081876
1946,0,-.2081876
1948,1,.2465905
1948,0,-.2465905
1948,0,-.3999473
1950,0,.3352516
1950,0,-.3352516
1950,0,-.5521101
1952,1,.5217959
1952,0,-.5217959
1952,0,-.696268
1952,0,-.7343137
1954,1,.6707662
1954,0,-.6707662
1956,1,.5548449
1956,0,-.5548449
1958,1,.6275098
1958,0,-.6275098
1960,1,.6325223
1960,0,-.6325223
1962,1,.4317851
1962,0,-.4317851
1964,0,.6021064
1964,0,-.6021064
1964,0,-.7627948
1966,1,.4875538
1966,0,-.4875538
1966,0,-.6314921
1968,1,.5122942
1968,0,-.5122942
1968,0,-.6311213
1968,0,-.6432778
1970,1,.6636445
1970,0,-.6636445
1970,0,-.6933851
1972,0,.3254475
1972,0,-.3254475
1972,0,-.5910532
1974,1,.5800859
1974,0,-.5800859
1974,0,-.6393325
1974,0,-.6705539
1976,1,.5728477
1976,0,-.5728477
1976,0,-.6854392
1976,0,-.7041972
1978,0,.5690066
1978,0,-.5690066
1980,0,.453035
1980,0,-.453035
1980,1,-.6825966
1982,1,.7425655
1982,0,-.7425655
1982,0,-.805552
1982,0,-.8083387
1982,0,-.8295682
1984,1,.7206514
1984,0,-.7206514
1984,0,-.8355845
1986,1,.8073623
1986,0,-.8073623
1986,0,-.8755577
1988,1,.7977225
1988,0,-.7977225
1988,0,-.8716419
1988,0,-.8783401
1990,1,.8861635
1990,0,-.8861635
1990,0,-.9010651
1992,1,.8859218
1992,0,-.8859218
1992,0,-.9222752
1994,1,.7939742
1994,0,-.7939742
1994,0,-.8722382
1996,1,.8390934
1996,0,-.8390934
1946,1,.0792724
1946,0,-.0792724
1948,1,.2851181
1948,0,-.2851181
1948,0,-.527765
1950,1,.2848009
1950,0,-.2848009
1950,0,-.5633246
1952,1,.0711083
1952,0,-.0711083
1952,0,-.5092035
1954,1,.026179
1954,0,-.026179
1956,1,.1520897
1956,0,-.1520897
1958,0,.1278312
1958,0,-.1278312
1958,0,-.4523655
1960,1,.0083808
1960,0,-.0083808
1962,1,.4008968
1962,0,-.4008968
1964,0,.6337482
1964,0,-.6337482
1966,0,.4830809
1966,0,-.4830809
1966,0,-.697238
1968,1,.4025709
1968,0,-.4025709
1968,0,-.5934049
1970,1,.6667705
1970,0,-.6667705
1970,0,-.7865005
1972,1,.7825148
1972,0,-.7825148
1972,0,-.8631269
1972,0,-.8721462
1974,1,.663119
1974,0,-.663119
1974,0,-.7557537
1974,0,-.7925346
1974,0,-.7981139
1976,1,.7629554
1976,0,-.7629554
1976,0,-.8484446
1978,1,.7554394
1978,0,-.7554394
1980,0,.788272
1980,0,-.788272
1980,0,-.8381135
1980,0,-.8581926
1982,1,.8398668
1982,0,-.8398668
1982,0,-.8847317
1982,0,-.8959378
1984,1,.827237
1984,0,-.827237
1984,0,-.8939287
1984,0,-.8989808
1986,1,.8551392
1986,0,-.8551392
1986,0,-.8895306
1988,1,.8602508
1988,0,-.8602508
1990,1,.9218947
1990,0,-.9218947
1990,0,-.9251228
1992,1,.5604445
1992,0,-.5604445
1992,0,-.7441115
1992,0,-.7570723
1994,1,.8594014
1994,0,-.8594014
1994,0,-.9092801
1996,0,.7097466
1996,0,-.7097466
1996,0,-.828573
1946,1,.0700666
1946,0,-.0700666
1948,1,.1707765
1948,0,-.1707765
1948,0,-.4124804
1950,0,.2019071
1950,0,-.2019071
1950,0,-.5039344
1952,1,.4049825
1952,0,-.4049825
1952,0,-.6592173
1952,0,-.6682991
1954,1,.5965309
1954,0,-.5965309
1954,0,-.7686958
1956,1,.4232028
1956,0,-.4232028
1958,1,.5228367
1958,0,-.5228367
1960,1,.5081146
1960,0,-.5081146
1962,1,.4918796
1962,0,-.4918796
1964,1,.5049074
1964,0,-.5049074
1964,0,-.5671422
1966,0,.4327234
1966,0,-.4327234
1966,0,-.4858278
1966,0,-.5577356
1968,1,.5207351
1968,0,-.5207351
1968,0,-.58456
1968,0,-.6217423
1970,1,.6155498
1970,0,-.6155498
1970,0,-.6956044
1972,0,.3969065
1972,0,-.3969065
1972,0,-.5989232
1972,0,-.6109222
1974,1,.6362901
1974,0,-.6362901
1976,1,.6732817
1976,0,-.6732817
1978,1,.6227678
1978,0,-.6227678
1980,1,.6050835
1980,0,-.6050835
1980,0,-.7783163
1982,1,.637754
1982,0,-.637754
1982,0,-.7779279
1982,0,-.8052273
1984,1,.3181009
1984,0,-.3181009
1986,1,.6764325
1986,0,-.6764325
1986,0,-.7956054
1988,1,.4940142
1988,0,-.4940142
1990,0,.6082572
1990,0,-.6082572
1992,1,.1788471
1992,0,-.1788471
1992,0,-.5049623
1994,1,.4630783
1994,0,-.4630783
1994,0,-.6798487
1996,0,.2684807
1996,0,-.2684807
1996,0,-.5935137
1996,0,-.6004006
1946,0,.4999338
1946,0,-.4999338
1948,1,.5569539
1948,0,-.5569539
1950,1,.5052293
1950,0,-.5052293
1950,0,-.6134013
1952,1,.30984
1952,0,-.30984
1952,0,-.6169176
1954,1,.4760391
1954,0,-.4760391
1954,0,-.7178108
1956,1,.2838768
1956,0,-.2838768
1958,1,.4113367
1958,0,-.4113367
1960,1,.4113874
1960,0,-.4113874
1962,1,.41798
1962,0,-.41798
1964,1,.5487469
1964,0,-.5487469
1966,1,.5238062
1966,0,-.5238062
1968,1,.360074
1968,0,-.360074
1968,0,-.5567481
1970,1,.2857842
1970,0,-.2857842
1970,0,-.3690884
1972,0,.2579029
1972,0,-.2579029
1972,0,-.3635007
1972,0,-.5341218
1974,1,.5802023
1974,0,-.5802023
1974,0,-.5979463
1974,0,-.682198
1974,0,-.7050976
1976,1,.7126892
1976,0,-.7126892
1976,0,-.8392158
1976,0,-.8463051
1978,1,.5846853
1978,0,-.5846853
1978,0,-.7365075
1978,0,-.7554056
1980,0,.6215476
1980,0,-.6215476
1980,0,-.6909503
1980,0,-.7427571
1980,0,-.7503127
1982,1,.1317914
1982,0,-.1317914
1982,0,-.550029
1984,1,.4032263
1984,0,-.4032263
1986,1,.39051
1986,0,-.39051
1986,0,-.6733069
1988,0,.265991
1988,0,-.265991
1990,1,.2457817
1990,0,-.2457817
1990,0,-.5557365
1992,1,.0219831
1992,0,-.0219831
1992,0,-.4889193
1994,1,.2882952
1994,0,-.2882952
1994,0,-.6386102
1996,1,.4870116
1996,0,-.4870116
1996,0,-.704713
1996,0,-.7120793
1996,0,-.7174594
1946,1,.5756298
1946,0,-.5756298
1946,0,-.785335
1948,1,.6275154
1948,0,-.6275154
1950,1,.5555421
1950,0,-.5555421
1950,0,-.6282175
1952,1,.1641425
1952,0,-.1641425
1952,0,-.5741434
1954,1,.0343249
1954,0,-.0343249
1954,0,-.5130606
1956,1,.2368934
1956,0,-.2368934
1958,1,.0563358
1958,0,-.0563358
1960,0,.0145946
1960,1,-.0145946
1960,0,-.4451885
1962,1,.003456
1962,0,-.003456
1964,1,.0719928
1964,0,-.0719928
1966,1,.1368206
1966,0,-.1368206
1968,1,.2691065
1968,0,-.2691065
1968,0,-.4994166
1968,0,-.5346545
1970,1,.4182344
1970,0,-.4182344
1970,0,-.5790272
1970,0,-.5892295
1972,0,.09194
1972,0,-.09194
1972,0,-.4889825
1972,0,-.5059034
1974,1,.2058158
1974,0,-.2058158
1974,0,-.547834
1976,1,.3251619
1976,0,-.3251619
1976,0,-.5721045
1978,1,.3976718
1978,0,-.3976718
1978,0,-.6459333
1980,0,.0325029
1980,0,-.0325029
1980,0,-.473438
1982,1,.0871396
1982,0,-.0871396
1982,0,-.5198871
1984,1,.1210114
1984,0,-.1210114
1986,1,.1600921
1986,0,-.1600921
1988,1,.2460295
1988,0,-.2460295
1988,0,-.5934478
1990,0,.2160779
1990,0,-.2160779
1990,0,-.547164
1992,1,.9094161
1992,0,-.9094161
1992,0,-.9365904
1994,1,.9302597
1994,0,-.9302597
1996,1,.8654176
1996,0,-.8654176
1996,0,-.8818927
1996,0,-.9051983
1946,0,.2234421
1946,0,-.2234421
1948,1,.0535843
1948,0,-.0535843
1948,0,-.4257652
1950,0,.0611857
1950,0,-.0611857
1950,0,-.4532944
1952,1,.5767996
1952,0,-.5767996
1952,0,-.6665614
1952,0,-.7131943
1954,1,.6169368
1954,0,-.6169368
1954,0,-.7095993
1956,1,.4979906
1956,0,-.4979906
1956,0,-.5938661
1958,1,.8162286
1958,0,-.8162286
1960,1,.5402718
1960,0,-.5402718
1960,0,-.6072879
1962,1,.0151814
1962,0,-.0151814
1962,0,-.4083189
1964,1,.227903
1964,0,-.227903
1966,1,.1480657
1966,0,-.1480657
1968,1,.154956
1968,0,-.154956
1968,0,-.3600112
1968,0,-.4350401
1970,1,.0646339
1970,0,-.0646339
1970,0,-.4845235
1972,1,.4169098
1972,0,-.4169098
1972,0,-.5719803
1972,0,-.5719803
1974,1,.5777693
1974,0,-.5777693
1976,1,.657497
1976,0,-.657497
1978,0,.6900535
1978,0,-.6900535
1978,0,-.7671972
1980,1,.5785726
1980,0,-.5785726
1980,0,-.7455767
1982,1,.9587812
1982,0,-.9587812
1982,0,-.9656892
1984,1,.9490931
1984,0,-.9490931
1984,0,-.9609796
1986,1,.9438036
1986,0,-.9438036
1986,0,-.9484145
1988,1,.9548128
1988,0,-.9548128
1988,0,-.9577718
1990,1,.9446011
1990,0,-.9446011
1992,1,.8288572
1992,0,-.8288572
1994,1,.925792
1994,0,-.925792
1996,1,.9340643
1996,0,-.9340643
1996,0,-.9551359
1946,1,.2338467
1946,0,-.2338467
1946,0,-.4924481
1948,1,.1604763
1948,0,-.1604763
1948,0,-.4367411
1950,1,.1188444
1950,0,-.1188444
1950,0,-.4826046
1952,1,.1626449
1952,0,-.1626449
1952,0,-.5477778
1954,1,.0032144
1954,0,-.0032144
1956,0,.0183189
1956,0,-.0183189
1958,1,.0780865
1958,0,-.0780865
1960,1,.2038342
1960,0,-.2038342
1962,1,.3733468
1962,0,-.3733468
1964,0,.4808171
1964,0,-.4808171
1964,0,-.6654129
1966,0,.0148169
1966,0,-.0148169
1966,0,-.4165911
1968,1,.0888038
1968,0,-.0888038
1968,0,-.4616808
1970,1,.3005873
1970,0,-.3005873
1970,0,-.5595933
1972,1,.2054043
1972,0,-.2054043
1974,1,.3215811
1974,0,-.3215811
1974,0,-.4812767
1974,0,-.5067418
1976,1,.4516941
1976,0,-.4516941
1976,0,-.579237
1976,0,-.5920612
1978,0,.2116525
1978,0,-.2116525
1978,0,-.4158221
1980,1,.1278383
1980,0,-.1278383
1980,0,-.3052285
1982,0,.5819384
1982,0,-.5819384
1982,1,-.6130428
1984,1,.6475519
1984,0,-.6475519
1984,0,-.796149
1986,1,.7145926
1986,0,-.7145926
1986,0,-.8494635
1988,1,.6873268
1988,0,-.6873268
1990,0,.6498501
1990,0,-.6498501
1990,0,-.774765
1990,0,-.7934753
1992,1,.6664188
1992,0,-.6664188
1992,0,-.7756515
1992,0,-.7762725
1992,0,-.788325
1994,1,.5972227
1994,0,-.5972227
1994,0,-.7529081
1994,0,-.7540935
1996,1,.7164792
1996,0,-.7164792
1996,0,-.8329684
1946,1,.0838788
1946,0,-.0838788
1948,0,.0515002
1948,0,-.0515002
1948,0,-.0546713
1950,1,.1560969
1950,0,-.1560969
1952,1,.8526903
1952,0,-.8526903
1954,0,.7599763
1954,0,-.7599763
1954,0,-.8449252
1956,1,.1596716
1956,0,-.1596716
1958,1,.2555231
1958,0,-.2555231
1958,0,-.5255474
1960,0,.2483873
1960,0,-.2483873
1960,0,-.5017716
1962,1,.480735
1962,0,-.480735
1962,0,-.6086106
1964,1,.7419407
1964,0,-.7419407
1964,0,-.8027503
1964,0,-.8406014
1966,1,.5654306
1966,0,-.5654306
1966,0,-.6758626
1966,0,-.7206433
1968,0,.6508437
1968,0,-.6508437
1968,0,-.7723536
1970,1,.762396
1970,0,-.762396
1970,0,-.8505891
1970,0,-.8614484
1970,0,-.8636236
1972,1,.4065983
1972,0,-.4065983
1972,0,-.6915771
1974,1,.5790097
1974,0,-.5790097
1974,0,-.7302236
1974,0,-.7594138
1976,0,.5518532
1976,0,-.5518532
1976,0,-.7085168
1976,0,-.7428558
1978,0,.0650301
1978,0,-.0650301
1980,1,.1399193
1980,0,-.1399193
1980,0,-.5599751
1982,1,.9772822
1982,0,-.9772822
1984,1,.7992484
1984,0,-.7992484
1984,0,-.8778548
1986,1,.8815826
1986,0,-.8815826
1986,0,-.9236079
1988,0,.8410566
1988,0,-.8410566
1988,0,-.8997055
1988,0,-.9016967
1990,1,.9029071
1990,0,-.9029071
1990,0,-.9108245
1990,0,-.9144769
1992,1,.1110355
1992,0,-.1110355
1994,1,.1633584
1994,0,-.1633584
1994,0,-.5547537
1996,1,.3161015
1996,0,-.3161015
1996,0,-.6133415
1996,0,-.6161683
1946,1,.4278302
1946,0,-.4278302
1948,1,.544853
1948,0,-.544853
1948,0,-.687105
1948,0,-.7425901
1950,1,.4258728
1950,0,-.4258728
1950,0,-.5668068
1952,1,.3627481
1952,0,-.3627481
1952,0,-.6170356
1954,0,.4914674
1954,0,-.4914674
1956,1,.3688086
1956,0,-.3688086
1958,1,.4626366
1958,0,-.4626366
1960,1,.4485867
1960,0,-.4485867
1962,1,.2797659
1962,0,-.2797659
1962,0,-.4752679
1964,1,.4870108
1964,0,-.4870108
1964,0,-.5901773
1964,0,-.6776332
1966,1,.3151921
1966,0,-.3151921
1966,0,-.4552236
1966,0,-.5398073
1968,0,.200544
1968,0,-.200544
1968,0,-.4834246
1968,0,-.4854913
1968,0,-.4937107
1970,1,.0944753
1970,0,-.0944753
1970,0,-.4733338
1972,1,.9369398
1972,0,-.9369398
1972,0,-.9510522
1972,0,-.9523302
1974,1,.9374396
1974,0,-.9374396
1976,1,.9473121
1976,0,-.9473121
1976,0,-.9634953
1978,1,.9369586
1978,0,-.9369586
1978,0,-.9536707
1980,1,.9320637
1980,0,-.9320637
1980,0,-.9541522
1982,1,.8780997
1982,0,-.8780997
1982,0,-.9321427
1984,1,.8963916
1984,0,-.8963916
1986,0,.8307019
1986,0,-.8307019
1986,0,-.8742257
1988,1,.288247
1988,0,-.288247
1988,0,-.4783328
1988,0,-.478979
1988,0,-.5552369
1990,1,.3828601
1990,0,-.3828601
1990,0,-.4533112
1992,0,.2011322
1992,0,-.2011322
1994,1,.1532794
1994,0,-.1532794
1994,0,-.4181396
1994,0,-.5121653
1996,1,.0689768
1996,0,-.0689768
1996,0,-.3387097
1996,0,-.4444233
1946,1,.2216362
1946,0,-.2216362
1948,0,.3138523
1948,0,-.3138523
1948,0,-.4673102
1950,1,.3042269
1950,0,-.3042269
1950,0,-.5593592
1952,0,.2338554
1952,0,-.2338554
1952,0,-.5726674
1954,0,.3657556
1954,0,-.3657556
1954,0,-.6512994
1956,1,.2752959
1956,0,-.2752959
1958,0,.3409896
1958,0,-.3409896
1960,1,.2542892
1960,0,-.2542892
1960,0,-.4172093
1962,1,.4516985
1962,0,-.4516985
1964,1,.6690915
1964,0,-.6690915
1964,0,-.8047113
1966,1,.5405828
1966,0,-.5405828
1966,0,-.7026014
1968,1,.6217735
1968,0,-.6217735
1968,0,-.7625607
1968,0,-.767966
1970,0,.6425427
1970,0,-.6425427
1970,0,-.7197995
1972,1,.2769721
1972,0,-.2769721
1972,0,-.4399839
1972,0,-.5166719
1972,0,-.553423
1974,0,.631439
1974,0,-.631439
1974,0,-.7387053
1974,0,-.7829425
1974,0,-.7829425
1976,1,.7047063
1976,0,-.7047063
1976,0,-.8023713
1976,0,-.822708
1978,1,.692873
1978,0,-.692873
1980,1,.6776391
1980,0,-.6776391
1980,0,-.8025808
1980,0,-.8154942
1982,0,.1516404
1982,0,-.1516404
1982,0,-.5431216
1984,0,.043703
1984,0,-.043703
1984,1,-.4190411
1984,0,-.4654018
1986,0,.0930768
1986,0,-.0930768
1986,0,-.5229586
1988,1,.0283869
1988,0,-.0283869
1988,0,-.4885444
1988,0,-.494945
1990,1,.3564614
1990,0,-.3564614
1990,0,-.5288132
1992,1,.3671958
1992,0,-.3671958
1992,0,-.6162688
1994,1,.3813373
1994,0,-.3813373
1994,0,-.6434537
1996,1,.194388
1996,0,-.194388
1996,0,-.5410835
1996,0,-.5473273
1946,1,.0612808
1946,0,-.0612808
1946,0,-.319288
1948,1,.014278
1948,0,-.014278
1950,1,.2885906
1950,0,-.2885906
1950,0,-.5641104
1952,0,.29812
1952,0,-.29812
1952,0,-.6051351
1954,1,.3568756
1954,0,-.3568756
1956,1,.3296554
1956,0,-.3296554
1958,1,.4499476
1958,0,-.4499476
1960,0,.4926452
1960,0,-.4926452
1962,0,.4638005
1962,0,-.4638005
1962,0,-.5585175
1964,1,.7020386
1964,0,-.7020386
1964,0,-.8274034
1966,0,.6715308
1966,0,-.6715308
1968,0,.5880476
1968,0,-.5880476
1968,1,-.6130434
1968,0,-.6806132
1968,0,-.7162488
1970,1,.6742843
1970,0,-.6742843
1972,1,.7547897
1972,0,-.7547897
1972,0,-.8521814
1974,1,.9338256
1974,0,-.9338256
1976,0,.9714442
1976,0,-.9714442
1978,1,.9591804
1978,0,-.9591804
1980,1,.9725869
1980,0,-.9725869
1980,0,-.9738384
1982,1,.5047014
1982,0,-.5047014
1984,1,.5666358
1984,0,-.5666358
1986,1,.5527185
1986,0,-.5527185
1986,0,-.7427603
1988,1,.5139283
1988,0,-.5139283
1988,0,-.7347676
1990,1,.469829
1990,0,-.469829
1990,0,-.6713956
1992,1,.2834272
1992,0,-.2834272
1992,0,-.5980443
1994,1,.3582615
1994,0,-.3582615
1994,0,-.6510916
1996,1,.3921487
1996,0,-.3921487
1996,0,-.591005
1946,1,.2507151
1946,0,-.2507151
1948,1,.5956712
1948,0,-.5956712
1948,0,-.6970813
1950,1,.3608693
1950,0,-.3608693
1950,0,-.5439261
1952,1,.3321512
1952,0,-.3321512
1952,0,-.441654
1952,0,-.5470526
1954,0,.5000941
1954,0,-.5000941
1954,0,-.5537654
1954,0,-.6599503
1956,1,.3937515
1956,0,-.3937515
1956,0,-.5281965
1958,1,.4469871
1958,0,-.4469871
1958,0,-.5101123
1960,1,.4438747
1960,0,-.4438747
1960,0,-.5059655
1962,1,.4993747
1962,0,-.4993747
1962,0,-.6130464
1964,1,.6978012
1964,0,-.6978012
1964,0,-.7571945
1964,0,-.8075415
1966,0,.5493793
1966,0,-.5493793
1966,0,-.6777147
1968,0,.6422688
1968,0,-.6422688
1968,0,-.6875823
1968,0,-.7221285
1968,0,-.7573835
1970,0,.4317142
1970,0,-.4317142
1972,1,.5295851
1972,0,-.5295851
1974,1,.761486
1974,0,-.761486
1974,0,-.7924795
1976,1,.7591001
1976,0,-.7591001
1976,0,-.8314508
1978,1,.6818305
1978,0,-.6818305
1980,0,.713257
1980,0,-.713257
1980,0,-.8040246
1982,1,.1322252
1982,0,-.1322252
1982,0,-.5014114
1982,0,-.5063344
1982,0,-.507
1984,1,.4102125
1984,0,-.4102125
1984,0,-.6461427
1986,1,.4230701
1986,0,-.4230701
1986,0,-.6611134
1988,1,.4415498
1988,0,-.4415498
1988,0,-.6832371
1990,1,.4200237
1990,0,-.4200237
1990,0,-.63828
1992,1,.3085162
1992,0,-.3085162
1994,1,.4686308
1994,0,-.4686308
1996,0,.2095234
1996,0,-.2095234
1946,1,.1822218
1946,0,-.1822218
1946,0,-.2259989
1946,0,-.3285389
1948,0,.6598555
1948,0,-.6598555
1950,1,.3695553
1950,0,-.3695553
1950,0,-.4065485
1950,0,-.476968
1952,1,.4487399
1952,0,-.4487399
1952,0,-.5207589
1952,0,-.5823067
1954,1,.6273227
1954,0,-.6273227
1954,0,-.641637
1956,1,.46643
1956,0,-.46643
1956,0,-.5886748
1958,0,.5372043
1958,0,-.5372043
1958,0,-.6066995
1960,1,.5311704
1960,0,-.5311704
1960,0,-.5861404
1962,0,.2349915
1962,0,-.2349915
1962,0,-.3982553
1964,1,.5122377
1964,0,-.5122377
1964,0,-.6432083
1964,0,-.6968579
1966,1,.5450687
1966,0,-.5450687
1966,0,-.6560352
1968,1,.4375205
1968,0,-.4375205
1970,1,.6052288
1970,0,-.6052288
1970,0,-.679887
1972,1,.0070783
1972,0,-.0070783
1974,0,.1523851
1974,0,-.1523851
1976,0,.0105114
1976,0,-.0105114
1976,0,-.3806666
1978,1,.0536587
1978,0,-.0536587
1978,0,-.4945945
1980,0,.1244296
1980,0,-.1244296
1982,1,.5694155
1982,0,-.5694155
1982,0,-.721644
1982,0,-.7557651
1982,0,-.757894
1984,1,.5585538
1984,0,-.5585538
1984,0,-.7752951
1986,0,.9277037
1986,0,-.9277037
1988,1,.234919
1988,0,-.234919
1990,1,.2813075
1990,0,-.2813075
1992,1,.3548133
1992,0,-.3548133
1992,0,-.5967623
1992,0,-.5998443
1992,0,-.63015
1994,1,.4742532
1994,0,-.4742532
1994,0,-.6418
1996,1,.3830407
1996,0,-.3830407
1996,0,-.5874994
1996,0,-.6032206
1946,0,.1692922
1946,0,-.1692922
1946,0,-.2515169
1946,0,-.3462023
1948,1,.2610341
1948,0,-.2610341
1950,1,.4953693
1950,0,-.4953693
1950,0,-.5014178
1950,0,-.501635
1952,1,.1368665
1952,0,-.1368665
1952,0,-.2987051
1952,0,-.4236275
1954,1,.3175649
1954,0,-.3175649
1954,0,-.4315989
1956,1,.2240789
1956,0,-.2240789
1956,0,-.4167294
1958,1,.2796856
1958,0,-.2796856
1958,0,-.4071431
1960,1,.2921928
1960,0,-.2921928
1960,0,-.4053563
1962,0,.2421811
1962,0,-.2421811
1962,0,-.5616545
1964,0,.2594056
1964,0,-.2594056
1964,0,-.5763555
1966,0,.3048623
1966,0,-.3048623
1966,0,-.6119998
1968,1,.2670798
1968,0,-.2670798
1968,0,-.5489084
1970,1,.449221
1970,0,-.449221
1970,0,-.6465166
1972,0,.0442995
1972,0,-.0442995
1974,0,.1566822
1974,0,-.1566822
1976,1,.1019059
1976,0,-.1019059
1976,0,-.5334131
1978,1,.1334642
1978,0,-.1334642
1978,0,-.5501439
1978,0,-.5592989
1980,1,.198709
1980,0,-.198709
1980,0,-.5843859
1982,1,.478847
1982,0,-.478847
1984,1,.4631033
1984,0,-.4631033
1986,1,.4087442
1986,0,-.4087442
1988,1,.4476568
1988,0,-.4476568
1990,1,.3628069
1990,0,-.3628069
1992,1,.3709274
1992,0,-.3709274
1992,0,-.4749315
1992,0,-.5862813
1994,1,.5710531
1994,0,-.5710531
1996,1,.4611122
1996,0,-.4611122
1996,0,-.6725937
1946,1,.0019938
1946,0,-.0019938
1946,0,-.1503177
1946,0,-.2161252
1946,0,-.2576766
1948,1,.6432608
1948,0,-.6432608
1950,1,.1730466
1950,0,-.1730466
1950,0,-.3157168
1950,0,-.3827659
1952,1,.0965441
1952,0,-.0965441
1952,0,-.4225669
1952,0,-.4840473
1954,1,.0728971
1954,0,-.0728971
1954,0,-.4394108
1956,1,.2382131
1956,0,-.2382131
1956,0,-.542708
1958,1,.1552299
1958,0,-.1552299
1960,1,.2432873
1960,0,-.2432873
1960,0,-.5504611
1962,0,.2299718
1962,0,-.2299718
1964,1,.1243643
1964,0,-.1243643
1966,1,.0929027
1966,0,-.0929027
1968,0,.2388012
1968,0,-.2388012
1968,0,-.5180969
1970,1,.0550525
1970,0,-.0550525
1970,0,-.2516616
1970,0,-.393429
1972,0,.3588986
1972,0,-.3588986
1972,1,-.5399432
1972,0,-.6139002
1974,1,.3171715
1974,0,-.3171715
1974,0,-.6408446
1976,1,.4107841
1976,0,-.4107841
1978,1,.5693462
1978,0,-.5693462
1978,0,-.7777224
1980,1,.6192762
1980,0,-.6192762
1982,1,.1335395
