Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 12-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Cook County,Illinois,17031,372183,344762,398701
Crawford County,Illinois,17033,1549,777,2977
Cumberland County,Illinois,17035,897,440,1693
De Witt County,Illinois,17039,2240,1024,4396
Dekalb County,Illinois,17037,5140,3302,7730
Douglas County,Illinois,17041,1558,662,3327
Dupage County,Illinois,17043,51031,41614,61233
Edgar County,Illinois,17045,1498,883,2330
Edwards County,Illinois,17047,405,217,699
Effingham County,Illinois,17049,3276,1803,5392
Fayette County,Illinois,17051,1707,842,3221
Ford County,Illinois,17053,633,305,1220
Franklin County,Illinois,17055,4360,2264,7090
Fulton County,Illinois,17057,2097,944,4334
Gallatin County,Illinois,17059,365,173,701
Greene County,Illinois,17061,850,367,1785
Grundy County,Illinois,17063,3513,1797,5980
Hamilton County,Illinois,17065,534,275,903
Hancock County,Illinois,17067,1203,676,1991
Hardin County,Illinois,17069,334,134,668
Henderson County,Illinois,17071,712,358,1217
Henry County,Illinois,17073,4242,2497,6833
Iroquois County,Illinois,17075,1793,744,3887
Jackson County,Illinois,17077,3734,1918,6239
Jasper County,Illinois,17079,671,279,1333
Jefferson County,Illinois,17081,2463,1287,4352
Jersey County,Illinois,17083,2466,1201,5048
Jo Daviess County,Illinois,17085,1821,1036,2885
Johnson County,Illinois,17087,916,460,1592
Kane County,Illinois,17089,38659,30688,47338
Kankakee County,Illinois,17091,10750,7223,15701
Kendall County,Illinois,17093,7379,4689,11003
Knox County,Illinois,17095,5114,3095,7953
Lake County,Illinois,17097,43514,35610,53080
Lasalle County,Illinois,17099,11007,7446,15802
Lawrence County,Illinois,17101,2308,958,4801
Lee County,Illinois,17103,2086,1172,3398
Livingston County,Illinois,17105,3166,1793,5280
Logan County,Illinois,17107,3057,1508,5722
Macon County,Illinois,17115,14193,8757,20746
Macoupin County,Illinois,17117,4660,2635,7734
Madison County,Illinois,17119,23771,17588,30260
Marion County,Illinois,17121,4372,2427,7694
Marshall County,Illinois,17123,1125,592,2010
Mason County,Illinois,17125,986,413,1796
Massac County,Illinois,17127,1754,832,3399
Mcdonough County,Illinois,17109,2713,1191,5729
Mchenry County,Illinois,17111,20293,15705,25580
Mclean County,Illinois,17113,12992,8636,18809
Menard County,Illinois,17129,1076,535,1900
Mercer County,Illinois,17131,1082,577,1921
Monroe County,Illinois,17133,2599,1380,4389
Montgomery County,Illinois,17135,2742,1417,4658
Morgan County,Illinois,17137,4666,2576,7849
Moultrie County,Illinois,17139,810,405,1569
Ogle County,Illinois,17141,3690,2201,5776
Peoria County,Illinois,17143,16842,11625,23405
Perry County,Illinois,17145,1626,701,3308
Piatt County,Illinois,17147,1024,475,1854
Pike County,Illinois,17149,1831,907,3135
Pope County,Illinois,17151,452,219,1030
Pulaski County,Illinois,17153,353,163,735
Putnam County,Illinois,17155,377,161,813
Randolph County,Illinois,17157,3833,1830,6777
Richland County,Illinois,17159,1342,716,2406
Rock Island County,Illinois,17161,12949,9280,16951
Saline County,Illinois,17165,1671,919,2879
Sangamon County,Illinois,17167,15778,11235,21190
Schuyler County,Illinois,17169,614,282,1150
Scott County,Illinois,17171,522,231,1058
Shelby County,Illinois,17173,1574,807,2867
St. Clair County,Illinois,17163,19941,14182,26400
Stark County,Illinois,17175,297,147,557
Stephenson County,Illinois,17177,4021,2410,6368
Tazewell County,Illinois,17179,9974,6653,14160
Union County,Illinois,17181,1582,766,3043
Vermilion County,Illinois,17183,7114,4129,11357
Wabash County,Illinois,17185,933,369,1831
Warren County,Illinois,17187,2312,1314,3766
Washington County,Illinois,17189,872,452,1511
Wayne County,Illinois,17191,2462,1244,4563
White County,Illinois,17193,929,493,1613
Whiteside County,Illinois,17195,6283,3904,9315
Will County,Illinois,17197,49667,41270,59457
Williamson County,Illinois,17199,6828,4518,10069
Winnebago County,Illinois,17201,23448,18034,29394
Woodford County,Illinois,17203,3146,1594,5618
Adams County,Indiana,18001,1968,1317,2825
Allen County,Indiana,18003,30054,26128,34243
Bartholomew County,Indiana,18005,7097,5528,9006
Benton County,Indiana,18007,973,579,1593
Blackford County,Indiana,18009,1321,833,2090
Boone County,Indiana,18011,4436,3351,5694
Brown County,Indiana,18013,986,614,1513
Carroll County,Indiana,18015,1480,976,2209
Cass County,Indiana,18017,4793,3573,6287
Clark County,Indiana,18019,9532,7547,11724
Clay County,Indiana,18021,3691,2581,4992
Clinton County,Indiana,18023,3804,2710,5072
Crawford County,Indiana,18025,1071,645,1608
Daviess County,Indiana,18027,1694,1038,2629
Dearborn County,Indiana,18029,3937,2784,5352
Decatur County,Indiana,18031,2319,1617,3201
Dekalb County,Indiana,18033,2454,1727,3369
Delaware County,Indiana,18035,11098,8949,13806
Dubois County,Indiana,18037,3257,2116,4639
Elkhart County,Indiana,18039,16556,13924,19599
Fayette County,Indiana,18041,2735,1927,3812
Floyd County,Indiana,18043,7966,6362,9798
Fountain County,Indiana,18045,2232,1281,3735
Franklin County,Indiana,18047,2126,1482,2884
Fulton County,Indiana,18049,1335,800,2030
Gibson County,Indiana,18051,2196,1351,3309
Grant County,Indiana,18053,8079,6412,10194
Greene County,Indiana,18055,3803,2871,4980
Hamilton County,Indiana,18057,19116,16329,22290
Hancock County,Indiana,18059,6467,5111,8068
Harrison County,Indiana,18061,3888,2779,5073
Hendricks County,Indiana,18063,14074,11479,16997
Henry County,Indiana,18065,4614,3317,6120
Howard County,Indiana,18067,9170,7248,11364
Huntington County,Indiana,18069,4200,2987,5846
Jackson County,Indiana,18071,4140,3086,5499
Jasper County,Indiana,18073,2470,1704,3493
Jay County,Indiana,18075,2778,1886,3882
Jefferson County,Indiana,18077,2996,2083,4183
Jennings County,Indiana,18079,3520,2419,4893
Johnson County,Indiana,18081,11168,9075,13621
Knox County,Indiana,18083,4712,3229,6755
Kosciusko County,Indiana,18085,7113,5472,9079
Lagrange County,Indiana,18087,2566,1664,3811
Lake County,Indiana,18089,48850,44303,53810
Laporte County,Indiana,18091,12733,10522,15140
Lawrence County,Indiana,18093,4769,3546,6261
Madison County,Indiana,18095,18945,15829,22526
Marion County,Indiana,18097,83274,77404,89589
Marshall County,Indiana,18099,4317,3057,5885
Martin County,Indiana,18101,758,425,1291
Miami County,Indiana,18103,2739,1913,3892
Monroe County,Indiana,18105,8154,6298,10162
Montgomery County,Indiana,18107,3795,2724,5225
Morgan County,Indiana,18109,7937,6173,9944
Newton County,Indiana,18111,1824,1143,2743
Noble County,Indiana,18113,3810,2747,5155
Ohio County,Indiana,18115,421,239,703
Orange County,Indiana,18117,1858,1194,2797
Owen County,Indiana,18119,2740,1902,3751
Parke County,Indiana,18121,1263,770,1976
Perry County,Indiana,18123,1486,940,2541
Pike County,Indiana,18125,1355,814,2135
Porter County,Indiana,18127,14231,11961,16791
Posey County,Indiana,18129,2417,1576,3529
Pulaski County,Indiana,18131,963,535,1576
Putnam County,Indiana,18133,4580,3364,6127
Randolph County,Indiana,18135,2454,1660,3585
Ripley County,Indiana,18137,2745,2004,3740
Rush County,Indiana,18139,1028,564,1630
Scott County,Indiana,18143,2120,1484,2998
Shelby County,Indiana,18145,5585,4292,7119
Spencer County,Indiana,18147,1628,1039,2440
St. Joseph County,Indiana,18141,21354,18040,24612
Starke County,Indiana,18149,2862,1885,4301
Steuben County,Indiana,18151,2518,1705,3551
Sullivan County,Indiana,18153,2368,1352,3789
Switzerland County,Indiana,18155,1656,1042,2385
Tippecanoe County,Indiana,18157,11992,9741,14738
Tipton County,Indiana,18159,1886,1232,2878
Union County,Indiana,18161,411,222,669
Vanderburgh County,Indiana,18163,14965,12322,17845
Vermillion County,Indiana,18165,1789,1157,2531
Vigo County,Indiana,18167,9021,7140,11271
Wabash County,Indiana,18169,2872,1944,3971
Warren County,Indiana,18171,1007,581,1577
Warrick County,Indiana,18173,6536,4980,8367
Washington County,Indiana,18175,2582,1773,3687
Wayne County,Indiana,18177,8623,6858,10751
Wells County,Indiana,18179,2527,1634,3535
White County,Indiana,18181,2722,1906,3719
Whitley County,Indiana,18183,3365,2473,4592
Adair County,Iowa,19001,816,512,1205
Adams County,Iowa,19003,280,156,444
Allamakee County,Iowa,19005,943,613,1342
Appanoose County,Iowa,19007,1434,943,2115
Audubon County,Iowa,19009,422,253,660
Benton County,Iowa,19011,2174,1552,2984
Black Hawk County,Iowa,19013,9539,7904,11202
Boone County,Iowa,19015,1643,1137,2319
Bremer County,Iowa,19017,1652,1153,2295
Buchanan County,Iowa,19019,1524,1057,2224
Buena Vista County,Iowa,19021,1361,974,1860
Butler County,Iowa,19023,1273,883,1762
Calhoun County,Iowa,19025,675,430,1016
Carroll County,Iowa,19027,1438,973,1996
Cass County,Iowa,19029,1248,871,1695
Cedar County,Iowa,19031,1168,733,1664
Cerro Gordo County,Iowa,19033,3324,2604,4251
Cherokee County,Iowa,19035,954,600,1381
Chickasaw County,Iowa,19037,977,639,1359
Clarke County,Iowa,19039,620,361,1018
Clay County,Iowa,19041,1196,798,1709
Clayton County,Iowa,19043,1154,765,1618
Clinton County,Iowa,19045,4409,3430,5552
Crawford County,Iowa,19047,1014,672,1397
Dallas County,Iowa,19049,4097,3121,5299
Davis County,Iowa,19051,748,472,1124
Decatur County,Iowa,19053,844,567,1219
Delaware County,Iowa,19055,1267,864,1750
Des Moines County,Iowa,19057,4200,3331,5305
Dickinson County,Iowa,19059,1654,1154,2311
Dubuque County,Iowa,19061,5843,4580,7391
Emmet County,Iowa,19063,671,361,1027
Fayette County,Iowa,19065,1980,1409,2659
Floyd County,Iowa,19067,1140,734,1600
Franklin County,Iowa,19069,1206,790,1762
Fremont County,Iowa,19071,517,336,749
Greene County,Iowa,19073,1081,724,1550
Grundy County,Iowa,19075,841,521,1249
Guthrie County,Iowa,19077,724,460,1049
Hamilton County,Iowa,19079,988,606,1481
Hancock County,Iowa,19081,488,254,808
Hardin County,Iowa,19083,1312,930,1815
Harrison County,Iowa,19085,1614,1148,2152
Henry County,Iowa,19087,1353,882,1932
Howard County,Iowa,19089,758,454,1202
Humboldt County,Iowa,19091,636,385,1011
Ida County,Iowa,19093,445,281,666
Iowa County,Iowa,19095,1326,910,1815
Jackson County,Iowa,19097,1571,1041,2238
Jasper County,Iowa,19099,4029,3119,5079
Jefferson County,Iowa,19101,1340,838,2017
Johnson County,Iowa,19103,7102,5635,8630
Jones County,Iowa,19105,1406,818,2044
Keokuk County,Iowa,19107,666,391,1003
Kossuth County,Iowa,19109,1530,1052,2075
Lee County,Iowa,19111,3438,2544,4571
Linn County,Iowa,19113,15870,13763,18128
Louisa County,Iowa,19115,1092,669,1594
Lucas County,Iowa,19117,963,611,1505
Lyon County,Iowa,19119,1122,742,1635
Madison County,Iowa,19121,1117,727,1609
Mahaska County,Iowa,19123,1391,948,1952
Marion County,Iowa,19125,2401,1772,3168
Marshall County,Iowa,19127,3508,2687,4504
Mills County,Iowa,19129,729,441,1086
Mitchell County,Iowa,19131,678,419,985
Monona County,Iowa,19133,677,399,1045
Monroe County,Iowa,19135,767,459,1249
Montgomery County,Iowa,19137,890,561,1275
Muscatine County,Iowa,19139,2714,1979,3536
Obrien County,Iowa,19141,844,517,1207
Osceola County,Iowa,19143,480,277,777
Page County,Iowa,19145,1681,1247,2240
Palo Alto County,Iowa,19147,746,457,1117
Plymouth County,Iowa,19149,1898,1323,2657
Pocahontas County,Iowa,19151,435,265,642
Polk County,Iowa,19153,31226,28178,34704
Pottawattamie County,Iowa,19155,7683,6174,9364
Poweshiek County,Iowa,19157,1154,737,1602
Ringgold County,Iowa,19159,363,215,546
Sac County,Iowa,19161,746,457,1171
Scott County,Iowa,19163,14639,12311,17142
Shelby County,Iowa,19165,913,614,1267
Sioux County,Iowa,19167,2094,1547,2819
Story County,Iowa,19169,5689,4458,7084
Tama County,Iowa,19171,1249,829,1873
Taylor County,Iowa,19173,549,371,813
Union County,Iowa,19175,1800,1301,2387
Van Buren County,Iowa,19177,500,264,793
Wapello County,Iowa,19179,3930,2918,5055
Warren County,Iowa,19181,3648,2794,4689
Washington County,Iowa,19183,1772,1230,2462
Wayne County,Iowa,19185,956,606,1459
Webster County,Iowa,19187,2832,2061,3716
Winnebago County,Iowa,19189,850,535,1314
Winneshiek County,Iowa,19191,982,632,1398
Woodbury County,Iowa,19193,7203,5819,8693
Worth County,Iowa,19195,891,539,1417
Wright County,Iowa,19197,929,595,1340
Allen County,Kansas,20001,1562,1174,1994
Anderson County,Kansas,20003,673,467,930
Atchison County,Kansas,20005,1344,961,1787
Barber County,Kansas,20007,359,244,507
Barton County,Kansas,20009,2673,2139,3247
Bourbon County,Kansas,20011,1481,1100,1869
Brown County,Kansas,20013,933,655,1270
Butler County,Kansas,20015,4814,3963,5750
Chase County,Kansas,20017,229,133,365
Chautauqua County,Kansas,20019,252,143,404
Cherokee County,Kansas,20021,2270,1726,2834
Cheyenne County,Kansas,20023,261,141,432
Clark County,Kansas,20025,167,96,272
Clay County,Kansas,20027,794,546,1100
Cloud County,Kansas,20029,660,459,913
Coffey County,Kansas,20031,883,633,1182
Comanche County,Kansas,20033,135,74,223
Cowley County,Kansas,20035,3292,2606,4060
Crawford County,Kansas,20037,3113,2478,3774
Decatur County,Kansas,20039,262,167,393
Dickinson County,Kansas,20041,1528,1212,1910
Doniphan County,Kansas,20043,604,376,899
Douglas County,Kansas,20045,6348,5471,7347
Edwards County,Kansas,20047,261,148,442
Elk County,Kansas,20049,437,301,597
Ellis County,Kansas,20051,1536,1152,1963
Ellsworth County,Kansas,20053,621,426,872
Finney County,Kansas,20055,2055,1594,2595
Ford County,Kansas,20057,2514,1956,3127
Franklin County,Kansas,20059,1644,1272,2043
Geary County,Kansas,20061,2467,1865,3182
Gove County,Kansas,20063,271,174,393
Graham County,Kansas,20065,293,196,414
Grant County,Kansas,20067,484,313,712
Gray County,Kansas,20069,429,297,588
Greeley County,Kansas,20071,123,54,226
Greenwood County,Kansas,20073,534,364,762
Hamilton County,Kansas,20075,367,193,612
Harper County,Kansas,20077,584,356,861
Harvey County,Kansas,20079,2513,1977,3096
Haskell County,Kansas,20081,248,144,379
Hodgeman County,Kansas,20083,214,119,348
Jackson County,Kansas,20085,1427,1067,1811
Jefferson County,Kansas,20087,1558,1207,1967
Jewell County,Kansas,20089,274,184,387
Johnson County,Kansas,20091,33714,31340,36217
Kearny County,Kansas,20093,295,181,454
Kingman County,Kansas,20095,776,543,1056
Kiowa County,Kansas,20097,215,127,329
Labette County,Kansas,20099,2039,1611,2521
Lane County,Kansas,20101,149,74,272
Leavenworth County,Kansas,20103,6904,5936,7982
Lincoln County,Kansas,20105,163,89,262
Linn County,Kansas,20107,1061,790,1383
Logan County,Kansas,20109,321,191,487
Lyon County,Kansas,20111,1971,1535,2480
Marion County,Kansas,20115,922,672,1247
Marshall County,Kansas,20117,853,648,1096
Mcpherson County,Kansas,20113,2350,1895,2892
Meade County,Kansas,20119,466,303,667
Miami County,Kansas,20121,2569,2053,3157
Mitchell County,Kansas,20123,516,341,729
Montgomery County,Kansas,20125,3117,2555,3767
Morris County,Kansas,20127,584,404,790
Morton County,Kansas,20129,263,156,415
Nemaha County,Kansas,20131,610,424,832
Neosho County,Kansas,20133,1830,1364,2388
Ness County,Kansas,20135,238,148,350
Norton County,Kansas,20137,387,249,553
Osage County,Kansas,20139,1750,1375,2185
Osborne County,Kansas,20141,347,223,504
Ottawa County,Kansas,20143,530,364,743
Pawnee County,Kansas,20145,688,484,979
Phillips County,Kansas,20147,460,294,651
Pottawatomie County,Kansas,20149,1775,1405,2188
Pratt County,Kansas,20151,681,474,947
Rawlins County,Kansas,20153,173,98,268
Reno County,Kansas,20155,5361,4495,6316
Republic County,Kansas,20157,258,167,376
Rice County,Kansas,20159,882,629,1218
Riley County,Kansas,20161,2951,2402,3618
Rooks County,Kansas,20163,482,319,694
Rush County,Kansas,20165,181,106,271
Russell County,Kansas,20167,703,482,986
Saline County,Kansas,20169,4329,3663,5088
Scott County,Kansas,20171,384,250,562
Sedgwick County,Kansas,20173,41935,39416,44672
Seward County,Kansas,20175,963,665,1367
Shawnee County,Kansas,20177,15413,13907,16913
Sheridan County,Kansas,20179,139,74,231
Sherman County,Kansas,20181,723,483,994
Smith County,Kansas,20183,202,111,344
Stafford County,Kansas,20185,329,211,479
Stanton County,Kansas,20187,107,56,204
Stevens County,Kansas,20189,550,361,799
Sumner County,Kansas,20191,2431,1905,3083
Thomas County,Kansas,20193,468,299,671
Trego County,Kansas,20195,262,160,398
Wabaunsee County,Kansas,20197,521,351,747
Wallace County,Kansas,20199,128,73,215
Washington County,Kansas,20201,410,272,568
Wichita County,Kansas,20203,145,93,203
Wilson County,Kansas,20205,1213,901,1606
Woodson County,Kansas,20207,359,211,545
Wyandotte County,Kansas,20209,15780,14326,17263
Adair County,Kentucky,21001,2014,1372,2783
Allen County,Kentucky,21003,2013,1277,2855
Anderson County,Kentucky,21005,2577,1651,3699
Ballard County,Kentucky,21007,1016,654,1480
Barren County,Kentucky,21009,4948,3708,6303
Bath County,Kentucky,21011,1288,868,1775
Bell County,Kentucky,21013,3503,2535,4642
Boone County,Kentucky,21015,11277,8814,13918
Bourbon County,Kentucky,21017,1691,950,2698
Boyd County,Kentucky,21019,5676,4776,6769
Boyle County,Kentucky,21021,3811,2483,5623
Bracken County,Kentucky,21023,584,363,899
Breathitt County,Kentucky,21025,1740,1334,2253
Breckinridge County,Kentucky,21027,1856,1153,2771
Bullitt County,Kentucky,21029,9847,7753,12058
Butler County,Kentucky,21031,1201,809,1749
Caldwell County,Kentucky,21033,1512,1012,2093
Calloway County,Kentucky,21035,2721,1926,3671
Campbell County,Kentucky,21037,7760,5927,9781
Carlisle County,Kentucky,21039,340,193,558
Carroll County,Kentucky,21041,1001,586,1693
Carter County,Kentucky,21043,3350,2614,4118
Casey County,Kentucky,21045,1668,1167,2373
Christian County,Kentucky,21047,6173,4936,7563
Clark County,Kentucky,21049,3048,1886,4599
Clay County,Kentucky,21051,1922,1259,2805
Clinton County,Kentucky,21053,916,582,1353
Crittenden County,Kentucky,21055,790,475,1265
Cumberland County,Kentucky,21057,659,404,1009
Daviess County,Kentucky,21059,9896,8192,11861
Edmonson County,Kentucky,21061,1412,854,2051
Elliott County,Kentucky,21063,644,366,965
Estill County,Kentucky,21065,1677,1002,2712
Fayette County,Kentucky,21067,25801,21364,30184
Fleming County,Kentucky,21069,1275,900,1709
Floyd County,Kentucky,21071,4939,3996,5954
Franklin County,Kentucky,21073,4127,2823,5794
Fulton County,Kentucky,21075,512,250,915
Gallatin County,Kentucky,21077,886,459,1482
Garrard County,Kentucky,21079,1151,610,1923
Grant County,Kentucky,21081,2427,1484,3603
Graves County,Kentucky,21083,3276,2533,4186
Grayson County,Kentucky,21085,2367,1682,3177
Green County,Kentucky,21087,1117,756,1609
Greenup County,Kentucky,21089,4080,3304,4946
Hancock County,Kentucky,21091,823,517,1288
Hardin County,Kentucky,21093,9589,7869,11483
Harlan County,Kentucky,21095,4047,3112,5132
Harrison County,Kentucky,21097,1569,869,2598
Hart County,Kentucky,21099,1482,891,2179
Henderson County,Kentucky,21101,6672,5089,8255
Henry County,Kentucky,21103,1459,916,2237
Hickman County,Kentucky,21105,562,300,1035
Hopkins County,Kentucky,21107,6207,5109,7437
Jackson County,Kentucky,21109,1987,1374,2707
Jefferson County,Kentucky,21111,71918,66856,76985
Jessamine County,Kentucky,21113,3097,1958,4696
Johnson County,Kentucky,21115,3142,2499,3866
Kenton County,Kentucky,21117,14390,11701,17297
Knott County,Kentucky,21119,2454,1957,3034
Knox County,Kentucky,21121,3028,2201,4017
Larue County,Kentucky,21123,1045,634,1619
Laurel County,Kentucky,21125,7062,5795,8514
Lawrence County,Kentucky,21127,2053,1528,2706
Lee County,Kentucky,21129,773,517,1064
Leslie County,Kentucky,21131,1231,906,1628
Letcher County,Kentucky,21133,3462,2868,4109
Lewis County,Kentucky,21135,1412,988,1963
Lincoln County,Kentucky,21137,3194,1911,4757
Livingston County,Kentucky,21139,1166,681,1761
Logan County,Kentucky,21141,2219,1506,3249
Lyon County,Kentucky,21143,646,372,1009
Madison County,Kentucky,21151,5661,3829,7860
Magoffin County,Kentucky,21153,1781,1279,2333
Marion County,Kentucky,21155,1680,1138,2436
Marshall County,Kentucky,21157,2522,1827,3332
Martin County,Kentucky,21159,1602,1071,2322
Mason County,Kentucky,21161,1577,1089,2144
Mccracken County,Kentucky,21145,7168,5885,8640
Mccreary County,Kentucky,21147,2265,1589,3075
Mclean County,Kentucky,21149,1079,659,1555
Meade County,Kentucky,21163,2790,1916,3787
Menifee County,Kentucky,21165,1017,689,1474
Mercer County,Kentucky,21167,1420,692,2497
Metcalfe County,Kentucky,21169,878,529,1357
Monroe County,Kentucky,21171,1360,852,2008
Montgomery County,Kentucky,21173,2641,2006,3485
Morgan County,Kentucky,21175,1068,723,1504
Muhlenberg County,Kentucky,21177,3360,2534,4284
Nelson County,Kentucky,21179,3638,2491,4957
Nicholas County,Kentucky,21181,814,408,1403
Ohio County,Kentucky,21183,2486,1797,3336
Oldham County,Kentucky,21185,3731,2404,5366
Owen County,Kentucky,21187,880,506,1397
Owsley County,Kentucky,21189,456,274,701
Pendleton County,Kentucky,21191,1238,718,1985
Perry County,Kentucky,21193,3112,2564,3718
Pike County,Kentucky,21195,8011,6818,9277
Powell County,Kentucky,21197,1604,888,2502
Pulaski County,Kentucky,21199,7076,5835,8520
Robertson County,Kentucky,21201,242,122,433
Rockcastle County,Kentucky,21203,1564,1073,2240
Rowan County,Kentucky,21205,1743,1318,2251
Russell County,Kentucky,21207,1991,1431,2662
Scott County,Kentucky,21209,3025,1934,4365
Shelby County,Kentucky,21211,4159,2799,5860
Simpson County,Kentucky,21213,1223,640,1993
Spencer County,Kentucky,21215,1998,1186,3006
Taylor County,Kentucky,21217,1797,1208,2475
Todd County,Kentucky,21219,954,597,1418
Trigg County,Kentucky,21221,1361,880,1993
Trimble County,Kentucky,21223,687,378,1231
Union County,Kentucky,21225,1519,961,2367
Warren County,Kentucky,21227,7330,5757,9141
Washington County,Kentucky,21229,1473,863,2302
Wayne County,Kentucky,21231,2721,1954,3663
Webster County,Kentucky,21233,851,530,1278
Whitley County,Kentucky,21235,3525,2638,4588
Wolfe County,Kentucky,21237,651,439,928
Woodford County,Kentucky,21239,1633,1039,2388
Acadia Parish,Louisiana,22001,5968,4412,7937
Allen Parish,Louisiana,22003,2617,1448,4330
Ascension Parish,Louisiana,22005,11349,8502,14519
Assumption Parish,Louisiana,22007,3452,2214,5035
Avoyelles Parish,Louisiana,22009,3567,2415,5035
Beauregard Parish,Louisiana,22011,3879,2805,5356
Bienville Parish,Louisiana,22013,2157,1176,3361
Bossier Parish,Louisiana,22015,9131,6731,11672
Caddo Parish,Louisiana,22017,24494,20335,28544
Calcasieu Parish,Louisiana,22019,17544,14843,20660
Caldwell Parish,Louisiana,22021,921,511,1548
Cameron Parish,Louisiana,22023,464,261,807
Catahoula Parish,Louisiana,22025,755,371,1260
Claiborne Parish,Louisiana,22027,3262,2106,4687
Concordia Parish,Louisiana,22029,2732,1829,3930
De Soto Parish,Louisiana,22031,3279,2134,4862
East Baton Rouge Parish,Louisiana,22033,40328,35193,45615
East Carroll Parish,Louisiana,22035,1151,488,2245
East Feliciana Parish,Louisiana,22037,2827,1597,4378
Evangeline Parish,Louisiana,22039,4297,2739,6265
Franklin Parish,Louisiana,22041,2883,1905,4206
Grant Parish,Louisiana,22043,2763,1767,4190
Iberia Parish,Louisiana,22045,7455,5596,9885
Iberville Parish,Louisiana,22047,4234,2728,6314
Jackson Parish,Louisiana,22049,1556,992,2240
Jefferson Davis Parish,Louisiana,22053,2839,1960,3994
Jefferson Parish,Louisiana,22051,45291,38894,52531
Lafayette Parish,Louisiana,22055,19521,15870,23378
Lafourche Parish,Louisiana,22057,10072,8008,12311
Lasalle Parish,Louisiana,22059,1597,979,2329
Lincoln Parish,Louisiana,22061,3955,2895,5406
Livingston Parish,Louisiana,22063,9042,6880,11335
Madison Parish,Louisiana,22065,1901,1062,3042
Morehouse Parish,Louisiana,22067,2397,1596,3426
Natchitoches Parish,Louisiana,22069,3462,2363,4949
Orleans Parish,Louisiana,22071,33866,28561,40002
Ouachita Parish,Louisiana,22073,15937,13289,18847
Plaquemines Parish,Louisiana,22075,2723,1984,3547
Pointe Coupee Parish,Louisiana,22077,2806,1688,4433
Rapides Parish,Louisiana,22079,15676,13054,18506
Red River Parish,Louisiana,22081,720,347,1232
Richland Parish,Louisiana,22083,2152,1302,3414
Sabine Parish,Louisiana,22085,2740,1645,4198
St. Bernard Parish,Louisiana,22087,3966,3041,5091
St. Charles Parish,Louisiana,22089,4982,3368,7138
St. Helena Parish,Louisiana,22091,900,369,1659
St. James Parish,Louisiana,22093,1689,888,2649
St. John The Baptist Parish,Louisiana,22095,3877,2313,5828
St. Landry Parish,Louisiana,22097,8587,6640,11116
St. Martin Parish,Louisiana,22099,4581,3210,6361
St. Mary Parish,Louisiana,22101,5954,4526,7767
St. Tammany Parish,Louisiana,22103,22938,19471,27009
Tangipahoa Parish,Louisiana,22105,11222,8841,13636
Tensas Parish,Louisiana,22107,480,198,930
Terrebonne Parish,Louisiana,22109,9498,7592,11712
Union Parish,Louisiana,22111,3432,2311,4860
Vermilion Parish,Louisiana,22113,4902,3432,6874
Vernon Parish,Louisiana,22115,4671,3299,6504
Washington Parish,Louisiana,22117,6467,4856,8241
Webster Parish,Louisiana,22119,3771,2556,5270
West Baton Rouge Parish,Louisiana,22121,2136,1164,3376
West Carroll Parish,Louisiana,22123,1581,882,2500
West Feliciana Parish,Louisiana,22125,1173,460,2267
Winn Parish,Louisiana,22127,1900,1092,2850
Androscoggin County,Maine,23001,9907,8961,11108
Aroostook County,Maine,23003,8032,7228,8807
Cumberland County,Maine,23005,19072,17310,20844
Franklin County,Maine,23007,2250,1969,2562
Hancock County,Maine,23009,4207,3626,4878
Kennebec County,Maine,23011,9891,8697,11139
Knox County,Maine,23013,2591,2252,2971
Lincoln County,Maine,23015,2662,2363,2998
Oxford County,Maine,23017,4886,4212,5559
Penobscot County,Maine,23019,14576,13106,16196
Piscataquis County,Maine,23021,1781,1550,2009
Sagadahoc County,Maine,23023,2524,2175,2954
Somerset County,Maine,23025,4873,4310,5448
Waldo County,Maine,23027,3553,3161,3994
Washington County,Maine,23029,2857,2485,3257
York County,Maine,23031,15736,14248,17442
Allegany County,Maryland,24001,7880,6872,9034
Anne Arundel County,Maryland,24003,43488,39478,47681
Baltimore City,Maryland,24510,61334,56734,66207
Baltimore County,Maryland,24005,71098,66107,75980
Calvert County,Maryland,24009,7995,7003,9099
Caroline County,Maryland,24011,3572,3115,4079
Carroll County,Maryland,24013,11834,10013,13783
Cecil County,Maryland,24015,8688,7585,9934
Charles County,Maryland,24017,13867,12147,15603
Dorchester County,Maryland,24019,4675,4142,5272
Frederick County,Maryland,24021,17768,16061,19603
Garrett County,Maryland,24023,3049,2621,3500
Harford County,Maryland,24025,21284,18820,23887
Howard County,Maryland,24027,17935,15343,20714
Kent County,Maryland,24029,1953,1630,2328
Montgomery County,Maryland,24031,64335,59432,69322
Prince Georges County,Maryland,24033,88935,82908,94831
Queen Annes County,Maryland,24035,3683,3211,4217
Somerset County,Maryland,24039,3209,2604,3951
St. Marys County,Maryland,24037,9772,8551,11136
Talbot County,Maryland,24041,3257,2845,3716
Washington County,Maryland,24043,16507,14720,18422
Wicomico County,Maryland,24045,9702,8507,10916
Worcester County,Maryland,24047,5455,4649,6410
Barnstable County,Massachusetts,25001,17788,14450,21557
Berkshire County,Massachusetts,25003,10857,8453,13350
Bristol County,Massachusetts,25005,42348,37242,47988
Dukes County,Massachusetts,25007,1099,636,1677
