Physical Inactivity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Brown County,Illinois,17009,1124,601,1826
Bureau County,Illinois,17011,8706,6167,11326
Calhoun County,Illinois,17013,804,455,1283
Carroll County,Illinois,17015,2880,1826,4122
Cass County,Illinois,17017,2156,1265,3265
Champaign County,Illinois,17019,34263,27120,42023
Christian County,Illinois,17021,8062,5453,11144
Clark County,Illinois,17023,4100,2761,5648
Clay County,Illinois,17025,3518,2400,4799
Clinton County,Illinois,17027,6084,3832,8703
Coles County,Illinois,17029,9755,6597,13131
Cook County,Illinois,17031,805770,765868,845441
Crawford County,Illinois,17033,4658,3213,6324
Cumberland County,Illinois,17035,2084,1276,3086
De Witt County,Illinois,17039,3141,1883,4585
Dekalb County,Illinois,17037,15016,11519,18887
Douglas County,Illinois,17041,3195,2003,4752
Dupage County,Illinois,17043,113577,99165,129970
Edgar County,Illinois,17045,4165,2778,5817
Edwards County,Illinois,17047,1237,749,1834
Effingham County,Illinois,17049,5415,3452,7862
Fayette County,Illinois,17051,4224,2781,5920
Ford County,Illinois,17053,2887,1851,4130
Franklin County,Illinois,17055,8796,6082,11971
Fulton County,Illinois,17057,6997,4594,9803
Gallatin County,Illinois,17059,912,539,1392
Greene County,Illinois,17061,2318,1363,3664
Grundy County,Illinois,17063,8275,5659,11407
Hamilton County,Illinois,17065,1698,1006,2460
Hancock County,Illinois,17067,3592,2362,5039
Hardin County,Illinois,17069,845,509,1232
Henderson County,Illinois,17071,1540,936,2267
Henry County,Illinois,17073,9705,6987,12902
Iroquois County,Illinois,17075,5433,3492,7805
Jackson County,Illinois,17077,8802,5816,12735
Jasper County,Illinois,17079,1432,779,2282
Jefferson County,Illinois,17081,7164,4666,9988
Jersey County,Illinois,17083,5470,3699,7607
Jo Daviess County,Illinois,17085,3871,2612,5221
Johnson County,Illinois,17087,2199,1297,3503
Kane County,Illinois,17089,54566,44739,65005
Kankakee County,Illinois,17091,26861,20300,32942
Kendall County,Illinois,17093,17324,12531,23211
Knox County,Illinois,17095,10951,7953,14017
Lake County,Illinois,17097,100136,86090,113622
Lasalle County,Illinois,17099,22656,17181,28041
Lawrence County,Illinois,17101,3342,1979,5003
Lee County,Illinois,17103,7013,4604,9682
Livingston County,Illinois,17105,7196,5022,9790
Logan County,Illinois,17107,5818,3804,8481
Macon County,Illinois,17115,21849,16077,27558
Macoupin County,Illinois,17117,7584,4901,10465
Madison County,Illinois,17119,54334,44823,63891
Marion County,Illinois,17121,9249,6200,12281
Marshall County,Illinois,17123,2219,1319,3213
Mason County,Illinois,17125,2538,1476,3875
Massac County,Illinois,17127,3297,2160,4609
Mcdonough County,Illinois,17109,5467,3501,8273
Mchenry County,Illinois,17111,44404,36438,52989
Mclean County,Illinois,17113,27115,20839,34534
Menard County,Illinois,17129,1953,1091,3025
Mercer County,Illinois,17131,2675,1653,3825
Monroe County,Illinois,17133,4948,3143,7336
Montgomery County,Illinois,17135,5925,3979,8462
Morgan County,Illinois,17137,7777,5134,10696
Moultrie County,Illinois,17139,2392,1357,3832
Ogle County,Illinois,17141,11726,8753,14744
Peoria County,Illinois,17143,29993,23190,37561
Perry County,Illinois,17145,3815,2441,5661
Piatt County,Illinois,17147,2909,1728,4397
Pike County,Illinois,17149,2940,1775,4291
Pope County,Illinois,17151,748,449,1138
Pulaski County,Illinois,17153,771,392,1252
Putnam County,Illinois,17155,831,473,1328
Randolph County,Illinois,17157,5791,3620,8376
Richland County,Illinois,17159,2378,1379,3795
Rock Island County,Illinois,17161,24331,19314,30391
Saline County,Illinois,17165,6327,4224,8767
Sangamon County,Illinois,17167,32357,25484,40489
Schuyler County,Illinois,17169,1217,689,1896
Scott County,Illinois,17171,1042,600,1570
Shelby County,Illinois,17173,4477,2926,6414
St. Clair County,Illinois,17163,61616,51375,72587
Stark County,Illinois,17175,962,563,1534
Stephenson County,Illinois,17177,8089,5492,11203
Tazewell County,Illinois,17179,25881,19818,33009
Union County,Illinois,17181,3258,1907,4973
Vermilion County,Illinois,17183,16690,12065,21655
Wabash County,Illinois,17185,1805,1012,2733
Warren County,Illinois,17187,3781,2522,5443
Washington County,Illinois,17189,2932,1864,4209
Wayne County,Illinois,17191,3037,1813,4511
White County,Illinois,17193,2114,1207,3261
Whiteside County,Illinois,17195,10839,7813,13849
Will County,Illinois,17197,106170,92877,120594
Williamson County,Illinois,17199,13917,9795,18356
Winnebago County,Illinois,17201,52495,43538,61386
Woodford County,Illinois,17203,5880,3777,8613
Adams County,Indiana,18001,7145,5649,8817
Allen County,Indiana,18003,61588,56131,67527
Bartholomew County,Indiana,18005,15514,12879,18386
Benton County,Indiana,18007,1847,1296,2552
Blackford County,Indiana,18009,2522,1777,3370
Boone County,Indiana,18011,10005,8142,12089
Brown County,Indiana,18013,2801,2073,3639
Carroll County,Indiana,18015,4679,3578,5862
Cass County,Indiana,18017,8545,7017,10073
Clark County,Indiana,18019,24551,21318,27840
Clay County,Indiana,18021,6621,5268,8029
Clinton County,Indiana,18023,7759,6477,9362
Crawford County,Indiana,18025,2915,2157,3765
Daviess County,Indiana,18027,6449,4926,8129
Dearborn County,Indiana,18029,9320,7443,11281
Decatur County,Indiana,18031,6065,4852,7332
Dekalb County,Indiana,18033,6425,5035,8127
Delaware County,Indiana,18035,24628,20992,28262
Dubois County,Indiana,18037,7125,5708,8690
Elkhart County,Indiana,18039,39849,34862,44762
Fayette County,Indiana,18041,4874,3756,6026
Floyd County,Indiana,18043,15460,12956,18122
Fountain County,Indiana,18045,4005,2984,5096
Franklin County,Indiana,18047,5018,3880,6425
Fulton County,Indiana,18049,4485,3401,5636
Gibson County,Indiana,18051,6318,4793,8057
Grant County,Indiana,18053,15826,13328,18483
Greene County,Indiana,18055,9445,7880,10958
Hamilton County,Indiana,18057,39423,34996,44219
Hancock County,Indiana,18059,13272,11151,15510
Harrison County,Indiana,18061,8738,7124,10358
Hendricks County,Indiana,18063,25265,21729,28531
Henry County,Indiana,18065,10506,8373,12767
Howard County,Indiana,18067,21085,18164,23742
Huntington County,Indiana,18069,7258,5788,8927
Jackson County,Indiana,18071,9763,7970,11642
Jasper County,Indiana,18073,6661,5254,8225
Jay County,Indiana,18075,4010,2962,5131
Jefferson County,Indiana,18077,6080,4711,7539
Jennings County,Indiana,18079,7184,5717,8659
Johnson County,Indiana,18081,27922,24354,31831
Knox County,Indiana,18083,9078,7105,11303
Kosciusko County,Indiana,18085,16962,14184,19769
Lagrange County,Indiana,18087,6520,4830,8376
Lake County,Indiana,18089,95790,89741,102499
Laporte County,Indiana,18091,24706,21632,27897
Lawrence County,Indiana,18093,10354,8215,12404
Madison County,Indiana,18095,31275,27423,35182
Marion County,Indiana,18097,183517,174504,193778
Marshall County,Indiana,18099,11146,9154,13334
Martin County,Indiana,18101,2995,2154,3835
Miami County,Indiana,18103,10021,8119,12204
Monroe County,Indiana,18105,23331,19834,26976
Montgomery County,Indiana,18107,8329,6614,9989
Morgan County,Indiana,18109,14709,12392,17259
Newton County,Indiana,18111,3618,2699,4569
Noble County,Indiana,18113,9291,7463,11258
Ohio County,Indiana,18115,1249,848,1775
Orange County,Indiana,18117,3871,2861,5050
Owen County,Indiana,18119,4007,3059,5071
Parke County,Indiana,18121,4480,3439,5654
Perry County,Indiana,18123,4128,3111,5235
Pike County,Indiana,18125,2882,2079,3782
Porter County,Indiana,18127,29491,26182,33313
Posey County,Indiana,18129,6363,4915,7832
Pulaski County,Indiana,18131,2230,1534,3099
Putnam County,Indiana,18133,8163,6492,10256
Randolph County,Indiana,18135,5230,4066,6452
Ripley County,Indiana,18137,7299,5908,8758
Rush County,Indiana,18139,3063,2133,4170
Scott County,Indiana,18143,4987,3888,6133
Shelby County,Indiana,18145,9757,7921,11871
Spencer County,Indiana,18147,4291,3235,5481
St. Joseph County,Indiana,18141,51088,45956,56180
Starke County,Indiana,18149,4839,3648,6125
Steuben County,Indiana,18151,7148,5708,8759
Sullivan County,Indiana,18153,4593,3337,5990
Switzerland County,Indiana,18155,2926,2227,3663
Tippecanoe County,Indiana,18157,33103,28876,37633
Tipton County,Indiana,18159,2466,1716,3405
Union County,Indiana,18161,1243,827,1761
Vanderburgh County,Indiana,18163,39233,34702,43544
Vermillion County,Indiana,18165,3368,2493,4367
Vigo County,Indiana,18167,24387,21367,27840
Wabash County,Indiana,18169,6087,4708,7536
Warren County,Indiana,18171,1918,1368,2552
Warrick County,Indiana,18173,13447,11000,15914
Washington County,Indiana,18175,7191,5794,8643
Wayne County,Indiana,18177,16491,14026,18976
Wells County,Indiana,18179,6127,4766,7666
White County,Indiana,18181,6004,4667,7301
Whitley County,Indiana,18183,7595,6059,9326
Adair County,Iowa,19001,1324,916,1834
Adams County,Iowa,19003,715,493,965
Allamakee County,Iowa,19005,2473,1841,3173
Appanoose County,Iowa,19007,3192,2523,3888
Audubon County,Iowa,19009,892,598,1232
Benton County,Iowa,19011,4619,3590,5701
Black Hawk County,Iowa,19013,21839,19556,24628
Boone County,Iowa,19015,4540,3549,5609
Bremer County,Iowa,19017,3765,2888,4787
Buchanan County,Iowa,19019,4285,3420,5214
Buena Vista County,Iowa,19021,3798,3077,4674
Butler County,Iowa,19023,2864,2215,3613
Calhoun County,Iowa,19025,2468,1908,3090
Carroll County,Iowa,19027,3499,2731,4301
Cass County,Iowa,19029,2442,1836,3103
Cedar County,Iowa,19031,3554,2705,4388
Cerro Gordo County,Iowa,19033,6480,5320,7718
Cherokee County,Iowa,19035,2101,1554,2689
Chickasaw County,Iowa,19037,2069,1527,2645
Clarke County,Iowa,19039,1814,1304,2406
Clay County,Iowa,19041,2987,2259,3797
Clayton County,Iowa,19043,3943,3143,4833
Clinton County,Iowa,19045,10082,8620,11653
Crawford County,Iowa,19047,3682,2944,4494
Dallas County,Iowa,19049,10759,8940,12840
Davis County,Iowa,19051,1691,1213,2236
Decatur County,Iowa,19053,1667,1253,2146
Delaware County,Iowa,19055,3047,2256,3858
Des Moines County,Iowa,19057,7769,6421,9130
Dickinson County,Iowa,19059,3036,2204,3875
Dubuque County,Iowa,19061,17034,14582,19713
Emmet County,Iowa,19063,2104,1539,2746
Fayette County,Iowa,19065,4149,3238,5122
Floyd County,Iowa,19067,3335,2632,4110
Franklin County,Iowa,19069,2146,1585,2764
Fremont County,Iowa,19071,1245,920,1635
Greene County,Iowa,19073,2032,1510,2593
Grundy County,Iowa,19075,2174,1638,2787
Guthrie County,Iowa,19077,2483,1938,3076
Hamilton County,Iowa,19079,2894,2151,3688
Hancock County,Iowa,19081,1655,1140,2247
Hardin County,Iowa,19083,3125,2370,3919
Harrison County,Iowa,19085,2793,2068,3495
Henry County,Iowa,19087,4063,3202,5067
Howard County,Iowa,19089,1428,942,1990
Humboldt County,Iowa,19091,1708,1206,2244
Ida County,Iowa,19093,1471,1062,1944
Iowa County,Iowa,19095,2473,1887,3154
Jackson County,Iowa,19097,4113,3273,5037
Jasper County,Iowa,19099,6967,5684,8324
Jefferson County,Iowa,19101,2011,1409,2753
Johnson County,Iowa,19103,18417,15934,21194
Jones County,Iowa,19105,4206,3240,5200
Keokuk County,Iowa,19107,1915,1399,2491
Kossuth County,Iowa,19109,3420,2728,4194
Lee County,Iowa,19111,6671,5511,8005
Linn County,Iowa,19113,35236,31766,39029
Louisa County,Iowa,19115,2619,1963,3337
Lucas County,Iowa,19117,1694,1224,2259
Lyon County,Iowa,19119,1908,1386,2480
Madison County,Iowa,19121,3059,2304,3884
Mahaska County,Iowa,19123,4109,3152,5063
Marion County,Iowa,19125,5730,4625,6952
Marshall County,Iowa,19127,8051,6708,9558
Mills County,Iowa,19129,2540,1881,3248
Mitchell County,Iowa,19131,1602,1166,2075
Monona County,Iowa,19133,1850,1337,2501
Monroe County,Iowa,19135,1180,781,1664
Montgomery County,Iowa,19137,1651,1217,2129
Muscatine County,Iowa,19139,8623,7198,10155
Obrien County,Iowa,19141,2639,1984,3452
Osceola County,Iowa,19143,1058,699,1496
Page County,Iowa,19145,2875,2256,3584
Palo Alto County,Iowa,19147,2000,1486,2568
Plymouth County,Iowa,19149,5506,4397,6736
Pocahontas County,Iowa,19151,1428,1043,1863
Polk County,Iowa,19153,63781,59137,68352
Pottawattamie County,Iowa,19155,18327,15780,20838
Poweshiek County,Iowa,19157,3165,2348,4057
Ringgold County,Iowa,19159,898,623,1211
Sac County,Iowa,19161,2241,1655,2799
Scott County,Iowa,19163,28080,24835,31371
Shelby County,Iowa,19165,2141,1636,2690
Sioux County,Iowa,19167,4875,3869,6068
Story County,Iowa,19169,11918,10013,14083
Tama County,Iowa,19171,3387,2658,4222
Taylor County,Iowa,19173,992,671,1379
Union County,Iowa,19175,2588,1952,3201
Van Buren County,Iowa,19177,1000,640,1413
Wapello County,Iowa,19179,5790,4481,7085
Warren County,Iowa,19181,5829,4584,7271
Washington County,Iowa,19183,3713,2921,4671
Wayne County,Iowa,19185,1307,928,1761
Webster County,Iowa,19187,6982,5775,8369
Winnebago County,Iowa,19189,1849,1337,2444
Winneshiek County,Iowa,19191,3790,2895,4669
Woodbury County,Iowa,19193,19473,16998,21904
Worth County,Iowa,19195,1461,988,2006
Wright County,Iowa,19197,2845,2196,3559
Allen County,Kansas,20001,3067,2494,3658
Anderson County,Kansas,20003,1378,1053,1743
Atchison County,Kansas,20005,3453,2831,4105
Barber County,Kansas,20007,966,761,1212
Barton County,Kansas,20009,5475,4635,6350
Bourbon County,Kansas,20011,2850,2324,3430
Brown County,Kansas,20013,2413,1961,2855
Butler County,Kansas,20015,12707,11287,14265
Chase County,Kansas,20017,435,283,625
Chautauqua County,Kansas,20019,786,553,1077
Cherokee County,Kansas,20021,4771,4076,5591
Cheyenne County,Kansas,20023,515,324,740
Clark County,Kansas,20025,381,268,511
Clay County,Kansas,20027,1704,1360,2058
Cloud County,Kansas,20029,1756,1446,2131
Coffey County,Kansas,20031,1688,1314,2113
Comanche County,Kansas,20033,313,202,439
Cowley County,Kansas,20035,7807,6764,8926
Crawford County,Kansas,20037,7579,6602,8663
Decatur County,Kansas,20039,799,620,996
Dickinson County,Kansas,20041,4161,3592,4765
Doniphan County,Kansas,20043,1574,1189,2015
Douglas County,Kansas,20045,14885,13259,16489
Edwards County,Kansas,20047,509,341,708
Elk County,Kansas,20049,585,433,758
Ellis County,Kansas,20051,5492,4649,6359
Ellsworth County,Kansas,20053,1558,1201,1934
Finney County,Kansas,20055,6815,5867,7685
Ford County,Kansas,20057,6377,5393,7420
Franklin County,Kansas,20059,4611,3926,5339
Geary County,Kansas,20061,5001,4112,5869
Gove County,Kansas,20063,541,397,691
Graham County,Kansas,20065,590,428,756
Grant County,Kansas,20067,1276,967,1625
Gray County,Kansas,20069,1240,992,1498
Greeley County,Kansas,20071,249,161,379
Greenwood County,Kansas,20073,1464,1141,1812
Hamilton County,Kansas,20075,446,294,625
Harper County,Kansas,20077,1181,878,1504
Harvey County,Kansas,20079,5975,5122,6944
Haskell County,Kansas,20081,747,533,980
Hodgeman County,Kansas,20083,356,242,477
Jackson County,Kansas,20085,2470,2025,2945
Jefferson County,Kansas,20087,2833,2308,3383
Jewell County,Kansas,20089,569,425,756
Johnson County,Kansas,20091,72457,68203,76602
Kearny County,Kansas,20093,603,403,845
Kingman County,Kansas,20095,1796,1435,2149
Kiowa County,Kansas,20097,471,338,616
Labette County,Kansas,20099,4753,4106,5503
Lane County,Kansas,20101,332,232,457
Leavenworth County,Kansas,20103,14788,13224,16254
Lincoln County,Kansas,20105,502,343,684
Linn County,Kansas,20107,2256,1879,2669
Logan County,Kansas,20109,619,448,802
Lyon County,Kansas,20111,5516,4678,6434
Marion County,Kansas,20115,2437,1966,2946
Marshall County,Kansas,20117,1871,1515,2242
Mcpherson County,Kansas,20113,4936,4168,5737
Meade County,Kansas,20119,981,737,1273
Miami County,Kansas,20121,6763,5903,7673
Mitchell County,Kansas,20123,1135,851,1438
Montgomery County,Kansas,20125,7409,6591,8349
Morris County,Kansas,20127,1091,836,1379
Morton County,Kansas,20129,632,461,846
Nemaha County,Kansas,20131,2073,1724,2460
Neosho County,Kansas,20133,3555,2925,4221
Ness County,Kansas,20135,522,374,684
Norton County,Kansas,20137,1223,903,1563
Osage County,Kansas,20139,3550,2999,4103
Osborne County,Kansas,20141,834,624,1049
Ottawa County,Kansas,20143,1421,1124,1716
Pawnee County,Kansas,20145,1609,1253,1965
Phillips County,Kansas,20147,1292,1006,1589
Pottawatomie County,Kansas,20149,4267,3649,4925
Pratt County,Kansas,20151,1761,1388,2130
Rawlins County,Kansas,20153,423,283,593
Reno County,Kansas,20155,12288,10971,13728
Republic County,Kansas,20157,1114,865,1384
Rice County,Kansas,20159,1864,1452,2325
Riley County,Kansas,20161,8847,7568,10155
Rooks County,Kansas,20163,968,715,1256
Rush County,Kansas,20165,799,613,1003
Russell County,Kansas,20167,1530,1172,1926
Saline County,Kansas,20169,11670,10520,12836
Scott County,Kansas,20171,1011,753,1301
Sedgwick County,Kansas,20173,90993,86879,95261
Seward County,Kansas,20175,3109,2408,3878
Shawnee County,Kansas,20177,30265,28174,32529
Sheridan County,Kansas,20179,490,339,668
Sherman County,Kansas,20181,1364,1017,1734
Smith County,Kansas,20183,821,578,1084
Stafford County,Kansas,20185,682,499,915
Stanton County,Kansas,20187,391,260,538
Stevens County,Kansas,20189,1023,736,1357
Sumner County,Kansas,20191,5305,4484,6108
Thomas County,Kansas,20193,1363,1041,1737
Trego County,Kansas,20195,686,505,888
Wabaunsee County,Kansas,20197,1231,931,1600
Wallace County,Kansas,20199,265,172,373
Washington County,Kansas,20201,1167,894,1452
Wichita County,Kansas,20203,392,297,508
Wilson County,Kansas,20205,2206,1785,2696
Woodson County,Kansas,20207,539,364,757
Wyandotte County,Kansas,20209,37900,35711,40163
Adair County,Kentucky,21001,4962,3906,6021
Allen County,Kentucky,21003,6181,4902,7464
Anderson County,Kentucky,21005,5197,3872,6654
Ballard County,Kentucky,21007,2213,1725,2727
Barren County,Kentucky,21009,12405,10516,14297
Bath County,Kentucky,21011,3564,2854,4228
Bell County,Kentucky,21013,7176,5863,8450
Boone County,Kentucky,21015,21518,18234,24968
Bourbon County,Kentucky,21017,4348,2961,5881
Boyd County,Kentucky,21019,12783,11456,14182
Boyle County,Kentucky,21021,5670,3930,7571
Bracken County,Kentucky,21023,1861,1373,2363
Breathitt County,Kentucky,21025,3645,3077,4254
Breckinridge County,Kentucky,21027,3653,2700,4737
Bullitt County,Kentucky,21029,16534,13574,19581
Butler County,Kentucky,21031,3001,2239,3869
Caldwell County,Kentucky,21033,2846,2189,3588
Calloway County,Kentucky,21035,8685,7176,10271
Campbell County,Kentucky,21037,17629,14972,20746
Carlisle County,Kentucky,21039,1106,757,1491
Carroll County,Kentucky,21041,2149,1576,2896
Carter County,Kentucky,21043,7885,6864,8954
Casey County,Kentucky,21045,3836,2973,4734
Christian County,Kentucky,21047,15190,13233,17367
Clark County,Kentucky,21049,6694,4776,8753
Clay County,Kentucky,21051,5338,4210,6536
Clinton County,Kentucky,21053,2739,2066,3490
Crittenden County,Kentucky,21055,1893,1331,2551
Cumberland County,Kentucky,21057,1151,754,1605
Daviess County,Kentucky,21059,20423,17951,23200
Edmonson County,Kentucky,21061,2417,1736,3182
Elliott County,Kentucky,21063,1682,1253,2163
Estill County,Kentucky,21065,3739,2700,4960
Fayette County,Kentucky,21067,54368,48467,60300
Fleming County,Kentucky,21069,2901,2270,3504
Floyd County,Kentucky,21071,10881,9536,12275
Franklin County,Kentucky,21073,9120,7065,11480
Fulton County,Kentucky,21075,1412,871,2047
Gallatin County,Kentucky,21077,1892,1293,2587
Garrard County,Kentucky,21079,3552,2530,4728
Grant County,Kentucky,21081,5978,4662,7408
Graves County,Kentucky,21083,9801,8463,11195
Grayson County,Kentucky,21085,6805,5539,8058
Green County,Kentucky,21087,2331,1700,3027
Greenup County,Kentucky,21089,8981,7778,10197
Hancock County,Kentucky,21091,1494,1063,1987
Hardin County,Kentucky,21093,24633,21556,27486
Harlan County,Kentucky,21095,7023,5659,8420
Harrison County,Kentucky,21097,4944,3418,6560
Hart County,Kentucky,21099,4345,3301,5380
Henderson County,Kentucky,21101,10702,9115,12510
Henry County,Kentucky,21103,2586,1713,3526
Hickman County,Kentucky,21105,1381,1018,1802
Hopkins County,Kentucky,21107,12466,10993,14044
Jackson County,Kentucky,21109,3979,3200,4840
Jefferson County,Kentucky,21111,145461,137605,153340
Jessamine County,Kentucky,21113,10573,7856,13342
Johnson County,Kentucky,21115,6351,5393,7307
Kenton County,Kentucky,21117,30450,25948,35087
Knott County,Kentucky,21119,4769,4109,5436
Knox County,Kentucky,21121,8197,6706,9794
Larue County,Kentucky,21123,3385,2596,4244
Laurel County,Kentucky,21125,14354,12264,16502
Lawrence County,Kentucky,21127,3886,3198,4658
Lee County,Kentucky,21129,2027,1595,2475
Leslie County,Kentucky,21131,2397,1899,2897
Letcher County,Kentucky,21133,6253,5340,7251
Lewis County,Kentucky,21135,3869,3066,4736
Lincoln County,Kentucky,21137,5441,3885,7139
Livingston County,Kentucky,21139,2408,1847,3105
Logan County,Kentucky,21141,6878,5372,8367
Lyon County,Kentucky,21143,2595,1970,3291
Madison County,Kentucky,21151,15587,12193,19041
Magoffin County,Kentucky,21153,2984,2313,3635
Marion County,Kentucky,21155,5828,4790,6846
Marshall County,Kentucky,21157,7021,5867,8312
Martin County,Kentucky,21159,3214,2462,4099
Mason County,Kentucky,21161,4219,3392,5185
Mccracken County,Kentucky,21145,15308,13359,17329
Mccreary County,Kentucky,21147,4374,3528,5320
Mclean County,Kentucky,21149,2159,1584,2818
Meade County,Kentucky,21163,5386,4114,6736
Menifee County,Kentucky,21165,1674,1285,2074
Mercer County,Kentucky,21167,5078,3442,6879
Metcalfe County,Kentucky,21169,2423,1813,3135
Monroe County,Kentucky,21171,2646,1996,3379
Montgomery County,Kentucky,21173,7244,6049,8525
Morgan County,Kentucky,21175,3406,2731,4122
Muhlenberg County,Kentucky,21177,8264,6956,9606
Nelson County,Kentucky,21179,9637,7760,11648
Nicholas County,Kentucky,21181,1542,1061,2130
Ohio County,Kentucky,21183,7175,5891,8369
Oldham County,Kentucky,21185,9227,7351,11578
Owen County,Kentucky,21187,2270,1599,3046
Owsley County,Kentucky,21189,925,654,1228
Pendleton County,Kentucky,21191,3279,2248,4452
Perry County,Kentucky,21193,7287,6436,8154
Pike County,Kentucky,21195,17031,15412,18754
Powell County,Kentucky,21197,2387,1507,3382
Pulaski County,Kentucky,21199,16455,14637,18221
Robertson County,Kentucky,21201,549,364,759
Rockcastle County,Kentucky,21203,4173,3249,5233
Rowan County,Kentucky,21205,5421,4490,6405
Russell County,Kentucky,21207,5062,4174,5990
Scott County,Kentucky,21209,10268,7726,13111
Shelby County,Kentucky,21211,7312,5600,9321
Simpson County,Kentucky,21213,3856,2883,4946
Spencer County,Kentucky,21215,3564,2502,4758
Taylor County,Kentucky,21217,6861,5611,8219
Todd County,Kentucky,21219,2989,2304,3743
Trigg County,Kentucky,21221,3753,2895,4663
Trimble County,Kentucky,21223,2262,1646,2978
Union County,Kentucky,21225,3578,2678,4549
Warren County,Kentucky,21227,22637,19775,25608
Washington County,Kentucky,21229,2380,1574,3224
Wayne County,Kentucky,21231,5862,4717,6915
Webster County,Kentucky,21233,2851,2067,3679
Whitley County,Kentucky,21235,9119,7705,10703
Wolfe County,Kentucky,21237,2140,1775,2591
Woodford County,Kentucky,21239,4480,3191,6106
Acadia Parish,Louisiana,22001,14172,11491,16934
Allen Parish,Louisiana,22003,6363,4631,8163
Ascension Parish,Louisiana,22005,21467,17017,25485
Assumption Parish,Louisiana,22007,4708,3529,6048
Avoyelles Parish,Louisiana,22009,11002,8936,13143
Beauregard Parish,Louisiana,22011,8957,7265,10897
Bienville Parish,Louisiana,22013,2735,1824,3840
Bossier Parish,Louisiana,22015,25916,21425,30514
Caddo Parish,Louisiana,22017,52339,46588,57909
Calcasieu Parish,Louisiana,22019,42462,37298,47562
Caldwell Parish,Louisiana,22021,2127,1499,2811
Cameron Parish,Louisiana,22023,1288,820,1846
Catahoula Parish,Louisiana,22025,2748,1887,3621
Claiborne Parish,Louisiana,22027,4290,3220,5493
Concordia Parish,Louisiana,22029,5321,3866,7055
De Soto Parish,Louisiana,22031,5980,4391,7638
East Baton Rouge Parish,Louisiana,22033,88138,80198,96520
East Carroll Parish,Louisiana,22035,1032,503,1752
East Feliciana Parish,Louisiana,22037,4067,2903,5554
Evangeline Parish,Louisiana,22039,8434,6310,10648
Franklin Parish,Louisiana,22041,5414,3940,7038
Grant Parish,Louisiana,22043,6886,5266,8513
Iberia Parish,Louisiana,22045,14325,11735,17262
Iberville Parish,Louisiana,22047,6163,4144,8363
Jackson Parish,Louisiana,22049,3783,2748,4901
Jefferson Davis Parish,Louisiana,22053,7072,5522,8867
Jefferson Parish,Louisiana,22051,82181,73296,91895
Lafayette Parish,Louisiana,22055,43485,37613,49601
Lafourche Parish,Louisiana,22057,21842,18835,25058
Lasalle Parish,Louisiana,22059,3466,2522,4378
Lincoln Parish,Louisiana,22061,12038,9883,14042
Livingston Parish,Louisiana,22063,32020,27853,36106
Madison Parish,Louisiana,22065,2422,1587,3435
Morehouse Parish,Louisiana,22067,6161,4837,7583
Natchitoches Parish,Louisiana,22069,7919,6030,10161
Orleans Parish,Louisiana,22071,66599,57216,75152
Ouachita Parish,Louisiana,22073,34299,30116,38523
Plaquemines Parish,Louisiana,22075,4754,3922,5614
Pointe Coupee Parish,Louisiana,22077,5059,3499,6812
Rapides Parish,Louisiana,22079,29225,25702,33012
Red River Parish,Louisiana,22081,2158,1399,3017
Richland Parish,Louisiana,22083,3767,2625,5297
Sabine Parish,Louisiana,22085,5917,4403,7585
St. Bernard Parish,Louisiana,22087,10146,8655,11851
St. Charles Parish,Louisiana,22089,10067,7613,12794
St. Helena Parish,Louisiana,22091,2893,1847,3880
St. James Parish,Louisiana,22093,5744,3958,7428
St. John The Baptist Parish,Louisiana,22095,10227,7588,13139
St. Landry Parish,Louisiana,22097,18593,15510,21767
St. Martin Parish,Louisiana,22099,12532,10101,15081
St. Mary Parish,Louisiana,22101,12959,10748,15077
St. Tammany Parish,Louisiana,22103,40577,35311,45472
Tangipahoa Parish,Louisiana,22105,31694,28007,35676
Tensas Parish,Louisiana,22107,1139,678,1636
Terrebonne Parish,Louisiana,22109,23192,20204,26298
Union Parish,Louisiana,22111,6091,4680,7558
Vermilion Parish,Louisiana,22113,15703,12828,18667
Vernon Parish,Louisiana,22115,9399,7369,11588
Washington Parish,Louisiana,22117,11199,9338,13203
Webster Parish,Louisiana,22119,9467,7476,11536
West Baton Rouge Parish,Louisiana,22121,5209,3538,7192
West Carroll Parish,Louisiana,22123,2605,1786,3515
West Feliciana Parish,Louisiana,22125,2849,1578,4421
Winn Parish,Louisiana,22127,3614,2559,4798
Androscoggin County,Maine,23001,18363,16803,19961
Aroostook County,Maine,23003,16446,15265,17689
Cumberland County,Maine,23005,34590,32044,37625
Franklin County,Maine,23007,5058,4595,5485
Hancock County,Maine,23009,8085,7254,8906
Kennebec County,Maine,23011,21245,19413,23069
Knox County,Maine,23013,5471,4855,6080
Lincoln County,Maine,23015,5407,4931,5934
Oxford County,Maine,23017,10857,9961,11838
Penobscot County,Maine,23019,27800,25824,29860
Piscataquis County,Maine,23021,3602,3256,3924
Sagadahoc County,Maine,23023,5157,4557,5751
Somerset County,Maine,23025,10734,9805,11638
Waldo County,Maine,23027,6127,5558,6740
Washington County,Maine,23029,6782,6224,7338
York County,Maine,23031,33010,30571,35606
Allegany County,Maryland,24001,16127,14454,17809
Anne Arundel County,Maryland,24003,87762,82125,93790
Baltimore City,Maryland,24510,118963,111439,126798
