Obesity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Boone County,Illinois,17007,12913,9693,16384
Brown County,Illinois,17009,1165,615,2064
Bureau County,Illinois,17011,8084,5732,10479
Calhoun County,Illinois,17013,1105,691,1611
Carroll County,Illinois,17015,3325,2108,4658
Cass County,Illinois,17017,3026,1982,4289
Champaign County,Illinois,17019,47490,38390,56370
Christian County,Illinois,17021,9224,6545,12305
Clark County,Illinois,17023,3657,2316,5007
Clay County,Illinois,17025,2849,1829,4169
Clinton County,Illinois,17027,8941,6063,11895
Coles County,Illinois,17029,12948,9197,16869
Cook County,Illinois,17031,1091914,1046201,1140208
Crawford County,Illinois,17033,4167,2784,5744
Cumberland County,Illinois,17035,2088,1300,3070
De Witt County,Illinois,17039,3432,2173,5063
Dekalb County,Illinois,17037,25068,20552,29828
Douglas County,Illinois,17041,3775,2228,5601
Dupage County,Illinois,17043,183034,164342,201365
Edgar County,Illinois,17045,4188,2626,6013
Edwards County,Illinois,17047,1485,897,2183
Effingham County,Illinois,17049,7280,4733,10080
Fayette County,Illinois,17051,4983,3280,6949
Ford County,Illinois,17053,2904,1820,4192
Franklin County,Illinois,17055,9792,6834,13205
Fulton County,Illinois,17057,6942,4380,9990
Gallatin County,Illinois,17059,1034,598,1554
Greene County,Illinois,17061,2555,1534,3754
Grundy County,Illinois,17063,11548,8255,14869
Hamilton County,Illinois,17065,1801,1161,2559
Hancock County,Illinois,17067,4207,3005,5598
Hardin County,Illinois,17069,928,567,1391
Henderson County,Illinois,17071,1871,1246,2504
Henry County,Illinois,17073,12112,9052,15438
Iroquois County,Illinois,17075,6437,4216,8925
Jackson County,Illinois,17077,10896,7351,14478
Jasper County,Illinois,17079,1699,991,2614
Jefferson County,Illinois,17081,10820,7716,14285
Jersey County,Illinois,17083,5279,3418,7279
Jo Daviess County,Illinois,17085,4433,2812,6368
Johnson County,Illinois,17087,2293,1282,3454
Kane County,Illinois,17089,107792,94107,121598
Kankakee County,Illinois,17091,30952,24537,37914
Kendall County,Illinois,17093,30013,24100,36318
Knox County,Illinois,17095,13864,10372,17478
Lake County,Illinois,17097,127911,113038,144887
Lasalle County,Illinois,17099,26726,21157,32850
Lawrence County,Illinois,17101,3734,2183,5564
Lee County,Illinois,17103,9308,6788,12271
Livingston County,Illinois,17105,8232,5662,10968
Logan County,Illinois,17107,7915,5298,11294
Macon County,Illinois,17115,28569,22238,35430
Macoupin County,Illinois,17117,8289,5296,11822
Madison County,Illinois,17119,72165,62213,82927
Marion County,Illinois,17121,6834,4585,9772
Marshall County,Illinois,17123,2274,1316,3431
Mason County,Illinois,17125,2895,1800,4183
Massac County,Illinois,17127,3765,2479,5142
Mcdonough County,Illinois,17109,8441,5807,11433
Mchenry County,Illinois,17111,75385,65531,85110
Mclean County,Illinois,17113,39937,31431,49289
Menard County,Illinois,17129,2536,1367,3791
Mercer County,Illinois,17131,4041,2882,5449
Monroe County,Illinois,17133,8353,5939,11108
Montgomery County,Illinois,17135,6898,4710,9370
Morgan County,Illinois,17137,10105,7040,13072
Moultrie County,Illinois,17139,2595,1513,4037
Ogle County,Illinois,17141,14010,10834,17299
Peoria County,Illinois,17143,51948,42727,61762
Perry County,Illinois,17145,4714,3067,6880
Piatt County,Illinois,17147,3100,1889,4603
Pike County,Illinois,17149,3453,2250,4777
Pope County,Illinois,17151,901,524,1349
Pulaski County,Illinois,17153,777,412,1399
Putnam County,Illinois,17155,1167,696,1700
Randolph County,Illinois,17157,9604,6642,13048
Richland County,Illinois,17159,2631,1507,4047
Rock Island County,Illinois,17161,37508,30841,44123
Saline County,Illinois,17165,4962,3079,7244
Sangamon County,Illinois,17167,50984,41447,60137
Schuyler County,Illinois,17169,1367,772,2120
Scott County,Illinois,17171,971,557,1496
Shelby County,Illinois,17173,5103,3427,6907
St. Clair County,Illinois,17163,71584,61205,83062
Stark County,Illinois,17175,950,519,1477
Stephenson County,Illinois,17177,13088,9713,16481
Tazewell County,Illinois,17179,30535,24106,37565
Union County,Illinois,17181,4112,2448,5869
Vermilion County,Illinois,17183,24867,18968,30545
Wabash County,Illinois,17185,2460,1423,3630
Warren County,Illinois,17187,4779,3335,6307
Washington County,Illinois,17189,3272,2161,4611
Wayne County,Illinois,17191,3537,2270,5094
White County,Illinois,17193,3089,1943,4447
Whiteside County,Illinois,17195,15121,11650,18536
Will County,Illinois,17197,170164,153441,187495
Williamson County,Illinois,17199,14931,10677,19784
Winnebago County,Illinois,17201,62647,52408,73679
Woodford County,Illinois,17203,8705,6162,11595
Adams County,Indiana,18001,8455,6803,10085
Allen County,Indiana,18003,91263,84377,97698
Bartholomew County,Indiana,18005,19452,16721,22446
Benton County,Indiana,18007,2271,1642,2958
Blackford County,Indiana,18009,2675,1865,3551
Boone County,Indiana,18011,12530,10569,15038
Brown County,Indiana,18013,3796,2843,4799
Carroll County,Indiana,18015,6122,4970,7375
Cass County,Indiana,18017,9929,8070,11698
Clark County,Indiana,18019,33121,29208,37124
Clay County,Indiana,18021,6664,5155,8150
Clinton County,Indiana,18023,8517,6944,10133
Crawford County,Indiana,18025,2582,1892,3360
Daviess County,Indiana,18027,6830,5235,8588
Dearborn County,Indiana,18029,11798,9742,14037
Decatur County,Indiana,18031,6653,5359,8056
Dekalb County,Indiana,18033,9799,7917,11718
Delaware County,Indiana,18035,29494,25620,33441
Dubois County,Indiana,18037,9914,7970,11992
Elkhart County,Indiana,18039,48313,43157,53631
Fayette County,Indiana,18041,6817,5586,8115
Floyd County,Indiana,18043,18352,15604,21563
Fountain County,Indiana,18045,4239,3162,5447
Franklin County,Indiana,18047,6023,4833,7312
Fulton County,Indiana,18049,5248,4065,6473
Gibson County,Indiana,18051,8595,6802,10541
Grant County,Indiana,18053,18405,15372,21378
Greene County,Indiana,18055,9757,8063,11350
Hamilton County,Indiana,18057,58287,52228,63939
Hancock County,Indiana,18059,21344,18394,24110
Harrison County,Indiana,18061,11590,9830,13388
Hendricks County,Indiana,18063,37438,33133,42044
Henry County,Indiana,18065,11397,9116,13780
Howard County,Indiana,18067,21741,19032,24755
Huntington County,Indiana,18069,10671,8879,12581
Jackson County,Indiana,18071,11538,9526,13507
Jasper County,Indiana,18073,8759,7101,10557
Jay County,Indiana,18075,5023,3896,6279
Jefferson County,Indiana,18077,8011,6565,9817
Jennings County,Indiana,18079,8742,7050,10361
Johnson County,Indiana,18081,36612,32387,40994
Knox County,Indiana,18083,9598,7608,11702
Kosciusko County,Indiana,18085,20133,16942,23116
Lagrange County,Indiana,18087,8798,7037,10606
Lake County,Indiana,18089,135848,127212,144424
Laporte County,Indiana,18091,31354,28021,34871
Lawrence County,Indiana,18093,11298,9303,13444
Madison County,Indiana,18095,39246,34532,43569
Marion County,Indiana,18097,228187,216895,239784
Marshall County,Indiana,18099,14332,12146,16538
Martin County,Indiana,18101,3518,2735,4271
Miami County,Indiana,18103,10506,8572,12626
Monroe County,Indiana,18105,28342,24737,32627
Montgomery County,Indiana,18107,8140,6347,9969
Morgan County,Indiana,18109,19873,17338,22603
Newton County,Indiana,18111,3472,2610,4390
Noble County,Indiana,18113,12804,10508,15361
Ohio County,Indiana,18115,1319,878,1767
Orange County,Indiana,18117,4987,3910,6253
Owen County,Indiana,18119,5125,3964,6294
Parke County,Indiana,18121,4541,3506,5593
Perry County,Indiana,18123,5623,4401,6865
Pike County,Indiana,18125,3962,3018,4926
Porter County,Indiana,18127,42257,38176,45968
Posey County,Indiana,18129,6566,5121,8179
Pulaski County,Indiana,18131,3266,2314,4253
Putnam County,Indiana,18133,8769,6960,10742
Randolph County,Indiana,18135,6215,4812,7635
Ripley County,Indiana,18137,6569,5331,7896
Rush County,Indiana,18139,3732,2643,5039
Scott County,Indiana,18143,6094,4831,7465
Shelby County,Indiana,18145,12303,10346,14362
Spencer County,Indiana,18147,5568,4413,6758
St. Joseph County,Indiana,18141,67844,61712,74145
Starke County,Indiana,18149,5691,4318,7150
Steuben County,Indiana,18151,7810,6207,9607
Sullivan County,Indiana,18153,5921,4413,7482
Switzerland County,Indiana,18155,3189,2500,3963
Tippecanoe County,Indiana,18157,41812,36698,47098
Tipton County,Indiana,18159,4339,3314,5310
Union County,Indiana,18161,1538,1045,2129
Vanderburgh County,Indiana,18163,46621,41884,51477
Vermillion County,Indiana,18165,4242,3330,5210
Vigo County,Indiana,18167,27874,24246,31607
Wabash County,Indiana,18169,8137,6449,9734
Warren County,Indiana,18171,2345,1704,2936
Warrick County,Indiana,18173,16304,13753,18921
Washington County,Indiana,18175,7955,6536,9535
Wayne County,Indiana,18177,17680,15085,20423
Wells County,Indiana,18179,6553,5222,8106
White County,Indiana,18181,5419,4228,6867
Whitley County,Indiana,18183,7863,6285,9565
Adair County,Iowa,19001,1550,1100,2041
Adams County,Iowa,19003,1034,785,1328
Allamakee County,Iowa,19005,4196,3446,4905
Appanoose County,Iowa,19007,4203,3324,4988
Audubon County,Iowa,19009,1373,1017,1770
Benton County,Iowa,19011,6970,5861,8253
Black Hawk County,Iowa,19013,30705,27725,33718
Boone County,Iowa,19015,7888,6627,9261
Bremer County,Iowa,19017,6432,5180,7619
Buchanan County,Iowa,19019,5822,4894,6781
Buena Vista County,Iowa,19021,5091,4228,5989
Butler County,Iowa,19023,3644,2918,4392
Calhoun County,Iowa,19025,2630,2105,3249
Carroll County,Iowa,19027,5550,4563,6489
Cass County,Iowa,19029,3227,2615,3918
Cedar County,Iowa,19031,5741,4719,6773
Cerro Gordo County,Iowa,19033,11236,9674,12812
Cherokee County,Iowa,19035,3051,2412,3730
Chickasaw County,Iowa,19037,2798,2116,3441
Clarke County,Iowa,19039,2719,2063,3411
Clay County,Iowa,19041,3589,2832,4414
Clayton County,Iowa,19043,5547,4673,6493
Clinton County,Iowa,19045,12181,10358,14022
Crawford County,Iowa,19047,4514,3657,5418
Dallas County,Iowa,19049,18071,15703,20660
Davis County,Iowa,19051,1925,1460,2432
Decatur County,Iowa,19053,1993,1505,2520
Delaware County,Iowa,19055,4429,3523,5389
Des Moines County,Iowa,19057,10667,9264,12090
Dickinson County,Iowa,19059,3516,2664,4432
Dubuque County,Iowa,19061,26714,23757,29799
Emmet County,Iowa,19063,2580,1956,3190
Fayette County,Iowa,19065,5779,4816,6851
Floyd County,Iowa,19067,5077,4276,5915
Franklin County,Iowa,19069,3673,3054,4357
Fremont County,Iowa,19071,1903,1495,2309
Greene County,Iowa,19073,2694,2095,3374
Grundy County,Iowa,19075,3102,2457,3869
Guthrie County,Iowa,19077,3030,2413,3705
Hamilton County,Iowa,19079,4055,3206,5001
Hancock County,Iowa,19081,2796,2106,3505
Hardin County,Iowa,19083,5366,4429,6305
Harrison County,Iowa,19085,3887,3116,4715
Henry County,Iowa,19087,5395,4316,6641
Howard County,Iowa,19089,2287,1691,2958
Humboldt County,Iowa,19091,2306,1728,2901
Ida County,Iowa,19093,1621,1185,2105
Iowa County,Iowa,19095,4382,3603,5255
Jackson County,Iowa,19097,5035,4035,6115
Jasper County,Iowa,19099,10587,8966,12096
Jefferson County,Iowa,19101,4555,3558,5783
Johnson County,Iowa,19103,29999,26718,33626
Jones County,Iowa,19105,5537,4437,6672
Keokuk County,Iowa,19107,2917,2244,3520
Kossuth County,Iowa,19109,4519,3682,5392
Lee County,Iowa,19111,10070,8671,11525
Linn County,Iowa,19113,55377,51374,59778
Louisa County,Iowa,19115,3162,2531,3878
Lucas County,Iowa,19117,2376,1828,2977
Lyon County,Iowa,19119,2869,2213,3553
Madison County,Iowa,19121,4431,3629,5324
Mahaska County,Iowa,19123,4845,3797,5951
Marion County,Iowa,19125,8437,7116,9744
Marshall County,Iowa,19127,10494,8986,12073
Mills County,Iowa,19129,3483,2763,4238
Mitchell County,Iowa,19131,2986,2399,3586
Monona County,Iowa,19133,2230,1682,2805
Monroe County,Iowa,19135,1862,1323,2470
Montgomery County,Iowa,19137,2438,1928,3037
Muscatine County,Iowa,19139,12487,10800,14231
Obrien County,Iowa,19141,2781,2093,3572
Osceola County,Iowa,19143,1659,1226,2113
Page County,Iowa,19145,5121,4249,5974
Palo Alto County,Iowa,19147,2237,1645,2853
Plymouth County,Iowa,19149,6041,4925,7287
Pocahontas County,Iowa,19151,1916,1438,2378
Polk County,Iowa,19153,117082,110091,123833
Pottawattamie County,Iowa,19155,28823,26482,31331
Poweshiek County,Iowa,19157,4722,3794,5754
Ringgold County,Iowa,19159,1196,891,1573
Sac County,Iowa,19161,2735,2138,3403
Scott County,Iowa,19163,43373,39330,47791
Shelby County,Iowa,19165,2937,2291,3532
Sioux County,Iowa,19167,6776,5507,8144
Story County,Iowa,19169,20853,18319,23458
Tama County,Iowa,19171,4183,3363,5111
Taylor County,Iowa,19173,1560,1136,1976
Union County,Iowa,19175,3410,2725,4152
Van Buren County,Iowa,19177,1749,1261,2267
Wapello County,Iowa,19179,8356,6795,9854
Warren County,Iowa,19181,13369,11450,15219
Washington County,Iowa,19183,5268,4213,6266
Wayne County,Iowa,19185,2283,1823,2753
Webster County,Iowa,19187,10255,8859,11756
Winnebago County,Iowa,19189,3178,2509,3877
Winneshiek County,Iowa,19191,4802,3866,5775
Woodbury County,Iowa,19193,25131,22487,27823
Worth County,Iowa,19195,1859,1356,2390
Wright County,Iowa,19197,3614,2870,4386
Allen County,Kansas,20001,3636,3121,4205
Anderson County,Kansas,20003,1988,1605,2405
Atchison County,Kansas,20005,4354,3690,4999
Barber County,Kansas,20007,1047,805,1289
Barton County,Kansas,20009,7258,6371,8145
Bourbon County,Kansas,20011,3890,3234,4486
Brown County,Kansas,20013,2809,2295,3343
Butler County,Kansas,20015,17477,15857,19234
Chase County,Kansas,20017,851,645,1073
Chautauqua County,Kansas,20019,896,660,1135
Cherokee County,Kansas,20021,6038,5213,6900
Cheyenne County,Kansas,20023,710,503,935
Clark County,Kansas,20025,531,381,707
Clay County,Kansas,20027,1899,1484,2330
Cloud County,Kansas,20029,2515,2116,2904
Coffey County,Kansas,20031,2613,2172,3035
Comanche County,Kansas,20033,366,259,487
Cowley County,Kansas,20035,10073,8877,11346
Crawford County,Kansas,20037,9013,7863,10175
Decatur County,Kansas,20039,811,617,1017
Dickinson County,Kansas,20041,5576,4951,6183
Doniphan County,Kansas,20043,2028,1595,2543
Douglas County,Kansas,20045,25595,23751,27567
Edwards County,Kansas,20047,753,539,985
Elk County,Kansas,20049,648,471,829
Ellis County,Kansas,20051,6552,5563,7505
Ellsworth County,Kansas,20053,2013,1652,2406
Finney County,Kansas,20055,9289,8291,10379
Ford County,Kansas,20057,7288,6249,8411
Franklin County,Kansas,20059,6260,5497,7106
Geary County,Kansas,20061,8614,7518,9810
Gove County,Kansas,20063,630,479,807
Graham County,Kansas,20065,615,448,790
Grant County,Kansas,20067,1772,1409,2190
Gray County,Kansas,20069,1313,1063,1605
Greeley County,Kansas,20071,307,208,417
Greenwood County,Kansas,20073,1625,1295,2005
Hamilton County,Kansas,20075,696,499,896
Harper County,Kansas,20077,1343,1029,1672
Harvey County,Kansas,20079,7521,6523,8564
Haskell County,Kansas,20081,921,704,1148
Hodgeman County,Kansas,20083,538,408,670
Jackson County,Kansas,20085,3710,3153,4298
Jefferson County,Kansas,20087,5058,4355,5792
Jewell County,Kansas,20089,685,518,865
Johnson County,Kansas,20091,113310,108466,118407
Kearny County,Kansas,20093,1027,799,1250
Kingman County,Kansas,20095,1727,1360,2139
Kiowa County,Kansas,20097,642,480,805
Labette County,Kansas,20099,5666,4838,6422
Lane County,Kansas,20101,405,279,544
Leavenworth County,Kansas,20103,21254,19458,23015
Lincoln County,Kansas,20105,712,500,928
Linn County,Kansas,20107,2873,2440,3322
Logan County,Kansas,20109,679,485,898
Lyon County,Kansas,20111,9415,8343,10538
Marion County,Kansas,20115,3651,3075,4220
Marshall County,Kansas,20117,2723,2312,3157
Mcpherson County,Kansas,20113,6403,5580,7275
Meade County,Kansas,20119,1088,842,1354
Miami County,Kansas,20121,7976,7024,8924
Mitchell County,Kansas,20123,1347,1035,1699
Montgomery County,Kansas,20125,9300,8275,10334
Morris County,Kansas,20127,1442,1146,1756
Morton County,Kansas,20129,684,515,877
Nemaha County,Kansas,20131,2429,2017,2865
Neosho County,Kansas,20133,4350,3645,5091
Ness County,Kansas,20135,742,566,946
Norton County,Kansas,20137,1288,937,1662
Osage County,Kansas,20139,5001,4291,5623
Osborne County,Kansas,20141,923,700,1164
Ottawa County,Kansas,20143,1516,1213,1828
Pawnee County,Kansas,20145,2155,1774,2592
Phillips County,Kansas,20147,1464,1142,1757
Pottawatomie County,Kansas,20149,5852,5133,6608
Pratt County,Kansas,20151,2179,1776,2586
Rawlins County,Kansas,20153,410,263,591
Reno County,Kansas,20155,16163,14519,17843
Republic County,Kansas,20157,1270,990,1570
Rice County,Kansas,20159,2700,2211,3188
Riley County,Kansas,20161,14504,12920,16102
Rooks County,Kansas,20163,1328,1043,1610
Rush County,Kansas,20165,782,600,982
Russell County,Kansas,20167,1764,1372,2158
Saline County,Kansas,20169,14042,12877,15300
Scott County,Kansas,20171,1284,1014,1587
Sedgwick County,Kansas,20173,120726,115573,125854
Seward County,Kansas,20175,5376,4477,6313
Shawnee County,Kansas,20177,48015,45511,50533
Sheridan County,Kansas,20179,444,288,617
Sherman County,Kansas,20181,1747,1421,2129
Smith County,Kansas,20183,1037,766,1322
Stafford County,Kansas,20185,1041,796,1286
Stanton County,Kansas,20187,485,356,622
Stevens County,Kansas,20189,1508,1202,1843
Sumner County,Kansas,20191,7093,6188,8011
Thomas County,Kansas,20193,1916,1559,2276
Trego County,Kansas,20195,768,563,996
Wabaunsee County,Kansas,20197,1723,1343,2095
Wallace County,Kansas,20199,280,187,400
Washington County,Kansas,20201,1344,1045,1634
Wichita County,Kansas,20203,539,425,657
Wilson County,Kansas,20205,2634,2215,3095
Woodson County,Kansas,20207,867,638,1095
Wyandotte County,Kansas,20209,45648,43129,48339
Adair County,Kentucky,21001,5830,4844,6807
Allen County,Kentucky,21003,5688,4455,6892
Anderson County,Kentucky,21005,6826,5365,8568
Ballard County,Kentucky,21007,2332,1837,2838
Barren County,Kentucky,21009,11859,9834,13850
Bath County,Kentucky,21011,4146,3426,4892
Bell County,Kentucky,21013,7977,6575,9390
Boone County,Kentucky,21015,34320,29836,38526
Bourbon County,Kentucky,21017,4975,3494,6534
Boyd County,Kentucky,21019,14584,13208,16032
Boyle County,Kentucky,21021,5570,3804,7489
Bracken County,Kentucky,21023,2156,1651,2730
Breathitt County,Kentucky,21025,4014,3394,4679
Breckinridge County,Kentucky,21027,4517,3405,5728
Bullitt County,Kentucky,21029,22115,18860,25651
Butler County,Kentucky,21031,3403,2546,4301
Caldwell County,Kentucky,21033,3402,2649,4230
Calloway County,Kentucky,21035,10142,8560,11922
Campbell County,Kentucky,21037,24628,21107,28184
Carlisle County,Kentucky,21039,1027,690,1423
Carroll County,Kentucky,21041,2023,1386,2770
Carter County,Kentucky,21043,8545,7418,9645
Casey County,Kentucky,21045,3437,2660,4321
Christian County,Kentucky,21047,18241,15908,20698
Clark County,Kentucky,21049,10620,8347,12833
Clay County,Kentucky,21051,5842,4626,7085
Clinton County,Kentucky,21053,2891,2242,3607
Crittenden County,Kentucky,21055,2568,1977,3234
Cumberland County,Kentucky,21057,1749,1216,2302
Daviess County,Kentucky,21059,21756,19192,24398
Edmonson County,Kentucky,21061,3806,2968,4681
Elliott County,Kentucky,21063,2371,1871,2923
Estill County,Kentucky,21065,3795,2747,4974
Fayette County,Kentucky,21067,68839,61559,76256
Fleming County,Kentucky,21069,4165,3503,4853
Floyd County,Kentucky,21071,11193,9901,12579
Franklin County,Kentucky,21073,14839,12094,17752
Fulton County,Kentucky,21075,1679,1095,2309
Gallatin County,Kentucky,21077,1917,1287,2676
Garrard County,Kentucky,21079,4149,3035,5424
Grant County,Kentucky,21081,6181,4736,7826
Graves County,Kentucky,21083,9429,7940,10783
Grayson County,Kentucky,21085,8483,7331,9700
Green County,Kentucky,21087,3062,2340,3745
Greenup County,Kentucky,21089,10997,9699,12278
Hancock County,Kentucky,21091,2184,1629,2765
Hardin County,Kentucky,21093,31583,28451,34980
Harlan County,Kentucky,21095,8094,6714,9403
Harrison County,Kentucky,21097,4554,3217,6050
Hart County,Kentucky,21099,4169,3074,5342
Henderson County,Kentucky,21101,12760,10978,14744
Henry County,Kentucky,21103,3990,3015,5098
Hickman County,Kentucky,21105,983,651,1380
Hopkins County,Kentucky,21107,13258,11673,15019
Jackson County,Kentucky,21109,4274,3552,5057
Jefferson County,Kentucky,21111,185301,175653,194407
Jessamine County,Kentucky,21113,13494,10140,17059
Johnson County,Kentucky,21115,7350,6374,8390
Kenton County,Kentucky,21117,43046,37422,48283
Knott County,Kentucky,21119,5049,4367,5793
Knox County,Kentucky,21121,8571,6951,10204
Larue County,Kentucky,21123,4182,3288,5057
Laurel County,Kentucky,21125,17228,15020,19465
Lawrence County,Kentucky,21127,5238,4518,5928
Lee County,Kentucky,21129,2138,1696,2584
Leslie County,Kentucky,21131,3205,2682,3787
Letcher County,Kentucky,21133,6570,5712,7505
Lewis County,Kentucky,21135,4386,3598,5180
Lincoln County,Kentucky,21137,6015,4488,7846
Livingston County,Kentucky,21139,2873,2222,3497
Logan County,Kentucky,21141,7381,6098,8828
Lyon County,Kentucky,21143,2191,1545,2879
Madison County,Kentucky,21151,24464,20557,28651
Magoffin County,Kentucky,21153,3760,3074,4439
Marion County,Kentucky,21155,5241,4239,6373
Marshall County,Kentucky,21157,8635,7207,10194
Martin County,Kentucky,21159,3662,2833,4524
Mason County,Kentucky,21161,4498,3613,5351
Mccracken County,Kentucky,21145,15508,13371,17517
Mccreary County,Kentucky,21147,4981,3897,6026
Mclean County,Kentucky,21149,2354,1763,2977
Meade County,Kentucky,21163,7241,5839,8722
Menifee County,Kentucky,21165,2093,1663,2551
Mercer County,Kentucky,21167,4628,3187,6309
Metcalfe County,Kentucky,21169,2522,1883,3198
Monroe County,Kentucky,21171,2819,2110,3656
Montgomery County,Kentucky,21173,7054,5894,8253
Morgan County,Kentucky,21175,3752,3084,4463
Muhlenberg County,Kentucky,21177,8624,7298,9974
Nelson County,Kentucky,21179,13078,10993,15162
Nicholas County,Kentucky,21181,1846,1254,2543
Ohio County,Kentucky,21183,5542,4435,6801
Oldham County,Kentucky,21185,10869,8428,13505
Owen County,Kentucky,21187,2637,1915,3435
Owsley County,Kentucky,21189,1573,1264,1883
Pendleton County,Kentucky,21191,3652,2690,4743
Perry County,Kentucky,21193,8653,7754,9584
Pike County,Kentucky,21195,18007,16208,19890
Powell County,Kentucky,21197,2669,1790,3614
Pulaski County,Kentucky,21199,19041,17058,21192
Robertson County,Kentucky,21201,392,237,580
Rockcastle County,Kentucky,21203,4669,3655,5641
Rowan County,Kentucky,21205,6540,5567,7609
Russell County,Kentucky,21207,4647,3745,5576
Scott County,Kentucky,21209,14071,11300,16820
Shelby County,Kentucky,21211,11995,9699,14515
Simpson County,Kentucky,21213,5202,4117,6306
Spencer County,Kentucky,21215,4920,3537,6455
Taylor County,Kentucky,21217,7318,5852,8859
Todd County,Kentucky,21219,3425,2622,4170
Trigg County,Kentucky,21221,4003,3079,4901
Trimble County,Kentucky,21223,2489,1799,3208
Union County,Kentucky,21225,4451,3431,5462
Warren County,Kentucky,21227,25827,22833,29111
Washington County,Kentucky,21229,3281,2443,4210
Wayne County,Kentucky,21231,6634,5487,7786
Webster County,Kentucky,21233,3784,3011,4579
Whitley County,Kentucky,21235,9199,7877,10668
Wolfe County,Kentucky,21237,2043,1661,2445
Woodford County,Kentucky,21239,6173,4565,7806
Acadia Parish,Louisiana,22001,18197,15336,21289
Allen Parish,Louisiana,22003,5447,3732,7402
Ascension Parish,Louisiana,22005,30805,26502,35230
Assumption Parish,Louisiana,22007,6204,4465,8019
Avoyelles Parish,Louisiana,22009,13674,11398,15971
Beauregard Parish,Louisiana,22011,10155,8300,12079
Bienville Parish,Louisiana,22013,4760,3427,6129
Bossier Parish,Louisiana,22015,32471,27643,37472
Caddo Parish,Louisiana,22017,76615,69578,83952
Calcasieu Parish,Louisiana,22019,52473,47077,57785
Caldwell Parish,Louisiana,22021,3172,2454,3905
Cameron Parish,Louisiana,22023,2042,1508,2641
Catahoula Parish,Louisiana,22025,2820,1986,3698
Claiborne Parish,Louisiana,22027,5021,3879,6163
Concordia Parish,Louisiana,22029,6283,4772,7919
De Soto Parish,Louisiana,22031,8722,6909,10639
East Baton Rouge Parish,Louisiana,22033,111788,102375,121102
East Carroll Parish,Louisiana,22035,2448,1502,3516
East Feliciana Parish,Louisiana,22037,5927,4261,7713
Evangeline Parish,Louisiana,22039,8896,6840,11181
Franklin Parish,Louisiana,22041,5942,4477,7516
Grant Parish,Louisiana,22043,7716,6090,9489
Iberia Parish,Louisiana,22045,21191,17981,24346
Iberville Parish,Louisiana,22047,9640,7138,12109
Jackson Parish,Louisiana,22049,4447,3427,5674
Jefferson Davis Parish,Louisiana,22053,8789,7150,10456
Jefferson Parish,Louisiana,22051,110001,99193,120770
Lafayette Parish,Louisiana,22055,51907,45912,58021
Lafourche Parish,Louisiana,22057,27146,23742,30793
Lasalle Parish,Louisiana,22059,4442,3518,5443
Lincoln Parish,Louisiana,22061,11525,9456,13770
Livingston Parish,Louisiana,22063,37873,33144,43119
Madison Parish,Louisiana,22065,3267,2210,4348
Morehouse Parish,Louisiana,22067,8161,6612,9712
Natchitoches Parish,Louisiana,22069,10105,8037,12545
Orleans Parish,Louisiana,22071,93262,83639,103891
Ouachita Parish,Louisiana,22073,47863,42895,52423
Plaquemines Parish,Louisiana,22075,6339,5338,7421
Pointe Coupee Parish,Louisiana,22077,5867,3971,7827
Rapides Parish,Louisiana,22079,37769,33641,42003
Red River Parish,Louisiana,22081,1781,1105,2562
Richland Parish,Louisiana,22083,5550,4088,7052
Sabine Parish,Louisiana,22085,9046,7387,10852
St. Bernard Parish,Louisiana,22087,13665,11806,15670
St. Charles Parish,Louisiana,22089,16044,13099,19035
St. Helena Parish,Louisiana,22091,2094,1218,3094
St. James Parish,Louisiana,22093,6805,4867,8473
St. John The Baptist Parish,Louisiana,22095,14974,11901,17955
St. Landry Parish,Louisiana,22097,21947,18606,25296
St. Martin Parish,Louisiana,22099,13637,11027,16478
St. Mary Parish,Louisiana,22101,16153,13724,18549
St. Tammany Parish,Louisiana,22103,55223,49385,61249
Tangipahoa Parish,Louisiana,22105,38519,34169,43190
Tensas Parish,Louisiana,22107,1250,710,1867
Terrebonne Parish,Louisiana,22109,33740,30111,37875
Union Parish,Louisiana,22111,6476,4947,8135
Vermilion Parish,Louisiana,22113,17803,14905,20884
Vernon Parish,Louisiana,22115,13557,11127,16013
Washington Parish,Louisiana,22117,14873,12719,17021
Webster Parish,Louisiana,22119,10493,8075,12618
West Baton Rouge Parish,Louisiana,22121,6622,4644,8607
West Carroll Parish,Louisiana,22123,3457,2466,4523
West Feliciana Parish,Louisiana,22125,3787,1855,6406
Winn Parish,Louisiana,22127,4812,3785,5889
Androscoggin County,Maine,23001,27178,25269,29163
Aroostook County,Maine,23003,20230,18915,21478
Cumberland County,Maine,23005,53597,49970,57122
Franklin County,Maine,23007,7618,7078,8224
Hancock County,Maine,23009,11762,10777,12736
Kennebec County,Maine,23011,30427,28314,32736
Knox County,Maine,23013,9002,8319,9758
Lincoln County,Maine,23015,7076,6528,7629
Oxford County,Maine,23017,14642,13499,15724
Penobscot County,Maine,23019,40546,37997,43141
Piscataquis County,Maine,23021,4948,4607,5331
Sagadahoc County,Maine,23023,6749,6110,7502
Somerset County,Maine,23025,13393,12339,14399
Waldo County,Maine,23027,9623,8864,10422
Washington County,Maine,23029,8413,7757,9011
York County,Maine,23031,48237,45357,51337
